GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
0901111-003,2,0901111-003,2136,1056,1004,2541,1343,1138,1965,816,1022,1937,1032,879,1918,871,1025,2213,1260,869,2283,1027,1085,2882,2672,97,39,60,10,0,37,60,10,3,0,4042,3646,127,63,177,51,0,0,0,2323,2196,59,20,39,0,0,18,39,0,0,9,0,3138,2851,88,61,138,33,0,21,138,0,0,0,40,4075,3814,106,73,51,48,3,0,0,2959,2794,69,46,28,32,2,0,0,3006,2730,95,50,32,11,0,14,74,3859,3417,154,104,85,68,9,3006,2730,95,63,41,46,3,3860,3418,154,104,85,68,9
0901111-045,2,0901111-045,2224,1042,1123,2623,1285,1291,2062,800,1133,2048,1043,980,2024,845,1166,2302,1289,964,2346,1029,1182,3200,2770,160,120,155,0,0,120,155,0,0,0,4112,3626,178,120,250,0,11,0,0,3150,2765,225,115,40,0,0,115,40,0,0,0,0,4096,3641,271,118,92,0,8,118,39,0,0,22,5,4151,3764,105,92,171,33,9,0,0,3087,2846,69,54,101,23,3,0,0,3334,2887,144,54,93,8,4,19,125,4213,3563,227,136,169,102,28,3334,2887,144,90,122,71,17,4216,3566,227,136,169,102,28
0901111-011,2,0901111-011,3053,1271,1684,3602,1478,2034,2832,966,1673,2789,1300,1439,2774,963,1777,3136,1768,1278,3258,1145,1922,4725,4400,49,120,10,115,0,105,10,40,20,0,5786,5214,123,265,52,193,36,0,0,5030,4720,129,45,10,125,0,30,10,80,0,4,0,6024,5400,301,141,36,152,0,32,12,109,0,0,170,6294,5840,161,95,108,137,7,0,0,4874,4579,81,64,78,100,4,0,0,4794,4330,104,41,61,47,0,20,191,6004,5250,187,132,140,216,5,4794,4330,104,61,77,141,5,6012,5258,187,132,140,216,5
0900909-040,3,0900909-040,2187,1673,469,2674,2080,562,1978,1417,502,1953,1541,390,1919,1412,483,2252,1843,354,2321,1733,504,4240,1532,859,1813,22,26,0,1728,22,0,0,0,6175,1610,1419,3216,69,103,0,0,0,3703,1433,639,1602,27,22,0,1547,27,0,0,0,0,5565,1628,1124,2894,34,69,0,2549,34,0,0,85,143,5522,2437,794,2160,206,60,14,0,0,4163,2061,508,1472,148,42,9,0,0,4326,1393,842,1788,119,11,0,16,157,5558,1600,1204,2666,187,101,5,4326,1393,842,1979,150,81,2,5579,1604,1207,2678,187,101,5
0900909-131,3,0900909-131,3312,1301,1953,4031,1644,2336,3051,898,2048,2977,1221,1725,2953,986,1943,3401,1831,1518,3546,1234,2173,5286,4823,163,298,0,0,0,263,0,0,0,0,6613,5987,278,333,0,0,0,0,0,5354,5193,113,38,19,0,0,3,15,0,0,0,0,6634,6310,148,62,98,0,0,17,92,0,0,15,52,6706,6262,185,110,133,19,1,0,0,5173,4893,103,77,87,12,1,0,0,5102,4692,166,71,81,0,0,5,87,6304,5711,269,121,131,44,3,5102,4692,166,92,96,31,3,6312,5719,269,121,131,44,3
0900909-075,3,0900909-075,3645,1702,1885,4252,2113,2087,3405,1282,2038,3354,1636,1685,3313,1385,1905,3770,2170,1535,3826,1634,2062,5296,4734,106,75,373,19,0,48,348,10,0,0,7149,5775,329,221,811,17,0,0,0,5381,4751,115,112,395,30,0,68,375,10,0,0,0,7086,5886,307,183,694,29,0,125,655,9,0,10,96,7054,6231,301,158,355,16,3,0,0,5547,4998,193,110,238,13,3,0,0,5659,4656,352,136,344,1,1,29,140,6954,5577,517,279,515,75,10,5659,4656,352,206,378,60,8,6957,5580,517,279,515,75,10
0900909-024,3,0900909-024,1363,789,549,1711,1006,682,1189,597,551,1169,714,446,1162,637,513,1443,961,447,1524,809,666,3368,2025,803,356,103,75,0,283,103,0,0,0,5006,2437,1629,702,486,98,0,0,0,3126,2125,520,474,4,0,0,385,4,0,0,0,0,4260,2413,1160,944,120,12,0,380,97,0,0,6,202,5000,3278,992,654,134,45,5,0,0,3875,2765,658,371,89,33,3,0,0,3791,2085,1005,525,80,6,1,18,71,4856,2381,1436,996,119,77,10,3791,2085,1005,653,90,45,8,4887,2393,1442,1001,119,77,10
0900909-193,5,0900909-193,2755,882,1828,3279,1092,2135,2561,614,1865,2508,864,1622,2434,642,1766,2834,1266,1530,2933,820,2019,4151,3498,297,221,150,0,0,186,150,0,0,0,5195,4217,507,324,174,0,17,0,0,4340,3786,291,119,149,0,0,89,127,0,0,0,0,5400,4499,522,228,172,0,22,88,150,0,0,0,143,5177,4761,211,146,55,24,3,0,0,3997,3744,124,89,33,15,2,0,0,4126,3664,206,91,50,6,2,12,95,5093,4401,310,215,91,72,6,4126,3664,206,135,60,55,3,5106,4414,310,215,91,72,6
0900909-083,3,0900909-083,1806,803,956,2194,1018,1139,1634,584,990,1600,754,824,1583,619,944,1904,1070,786,1942,776,1069,3383,2528,274,539,42,4,0,539,42,0,0,0,4371,3152,436,674,104,5,0,0,0,3553,2604,424,495,30,0,0,495,30,0,0,0,0,4393,3096,625,597,75,38,0,585,67,0,0,0,20,4048,3331,291,288,127,21,1,0,0,3074,2610,183,189,81,14,1,0,0,3035,2286,313,201,79,3,0,36,117,3775,2734,464,340,140,46,8,3035,2286,313,246,97,29,6,3779,2738,464,340,140,46,8
0900909-003,3,0900909-003,895,490,385,1094,605,471,797,381,391,780,458,320,761,378,375,956,625,308,994,508,440,2105,1411,312,318,70,0,0,318,70,0,0,0,2317,1393,349,508,115,0,0,0,0,1747,1228,213,249,60,0,0,249,60,0,0,0,0,2223,1377,408,393,64,0,0,376,61,0,0,0,0,2757,1860,502,337,70,17,6,0,0,2122,1532,319,215,52,13,5,0,0,2244,1291,507,287,55,5,0,9,90,2875,1457,757,607,97,79,1,2244,1291,507,378,62,52,1,2885,1462,761,607,97,79,1
0900909-080,3,0900909-080,1047,458,564,1287,589,677,941,337,573,913,424,483,895,349,528,1104,579,495,1146,467,627,1701,1299,237,162,1,0,0,126,1,0,0,0,2273,1537,340,369,3,25,0,0,0,1662,1316,116,231,1,0,0,119,1,0,0,0,0,2201,1576,170,425,2,23,0,230,2,0,0,30,194,2554,2029,255,201,67,18,3,0,0,1948,1631,148,115,47,13,3,0,0,1974,1444,240,117,57,0,0,42,74,2559,1713,393,265,96,37,0,1974,1444,240,142,64,24,0,2562,1716,393,265,96,37,0
0900909-065,5,0900909-065,2685,1420,1193,3246,1770,1413,2469,1068,1257,2416,1366,1014,2386,1131,1218,2778,1778,937,2870,1424,1314,5569,3978,1310,185,30,52,0,185,30,15,20,0,7506,5021,1755,516,90,200,0,0,0,4658,3087,1296,188,45,25,0,184,30,10,0,10,0,6054,3688,1709,485,108,125,0,408,42,10,0,22,173,7226,5041,1486,606,180,56,14,0,0,5602,4180,940,373,140,40,9,0,0,5547,3607,1302,375,115,0,0,13,135,6962,4161,1934,768,172,109,5,5547,3607,1302,545,128,76,2,6980,4170,1938,768,172,109,5
0900909-054,5,0900909-054,1556,941,572,1871,1156,686,1435,761,612,1383,884,472,1354,760,576,1615,1116,446,1686,986,626,3919,2215,1085,560,0,58,0,559,0,0,0,0,4983,2657,1584,692,14,141,0,0,0,3549,1953,1058,493,0,60,0,471,0,0,0,0,0,4404,2293,1425,602,33,143,0,492,21,0,0,0,169,4702,2679,1473,568,76,76,4,0,0,3641,2288,982,363,51,41,3,0,0,3690,1884,1282,337,55,6,3,13,110,4677,2157,1798,705,93,81,16,3690,1884,1282,495,68,65,10,4700,2166,1805,707,93,81,16
0900909-194,3,0900909-194,4283,2730,1480,4788,3254,1474,4047,2242,1703,4007,2625,1359,3963,2383,1537,4447,3070,1306,4502,2853,1482,5424,4535,266,155,475,0,0,155,431,0,0,0,7519,5722,433,288,1115,120,0,0,0,5409,4437,244,214,509,0,0,214,460,0,0,16,0,7555,5556,414,385,1153,86,0,327,1019,0,0,1,236,7536,6374,239,179,721,29,5,0,0,5750,4970,144,120,492,18,4,0,0,5859,4470,280,181,729,2,2,53,142,7558,5503,455,330,1137,75,9,5859,4470,280,235,778,50,7,7560,5505,455,330,1137,75,9
0900909-138,3,0900909-138,4530,2213,2244,5235,2706,2459,4256,1712,2444,4202,2130,2037,4158,1839,2296,4646,2751,1822,4715,2161,2367,5576,5040,81,158,282,0,0,128,282,0,0,0,7518,6551,111,214,629,0,0,0,0,5564,4747,83,423,287,16,0,393,287,0,0,0,0,7786,6168,150,439,938,35,0,354,908,0,0,87,120,7543,6602,215,129,569,23,3,0,0,5747,5133,138,74,376,15,3,0,0,6162,5014,252,111,589,5,1,25,165,7879,6209,424,229,903,76,6,6162,5014,252,153,639,55,4,7880,6209,424,229,903,76,6
0900909-158,3,0900909-158,3594,1628,1885,4270,2060,2150,3398,1199,2037,3268,1555,1680,3218,1283,1907,3689,2103,1524,3775,1606,1995,5064,4726,79,17,230,0,0,17,224,0,6,0,6104,5539,172,62,345,2,0,0,0,5054,4529,159,16,329,4,0,16,322,0,0,16,0,6163,5336,242,67,538,4,0,38,509,0,0,0,37,6525,5878,255,85,287,30,4,0,0,5061,4627,170,61,194,22,2,0,0,4968,4379,210,40,224,10,1,14,90,6201,5370,326,96,305,63,4,4968,4379,210,55,238,50,4,6202,5371,326,96,305,63,4
0900909-034,3,0900909-034,2398,1627,732,2785,1995,754,2295,1376,854,2257,1600,642,2237,1430,787,2407,1740,636,2428,1614,714,2980,2676,232,49,21,0,0,49,21,0,0,0,3898,3412,388,128,50,1,0,0,0,2963,2670,184,40,66,0,0,40,66,0,0,0,0,3934,3422,295,127,178,5,0,40,147,0,0,0,30,4003,3690,135,44,111,16,0,0,0,3105,2914,90,29,63,13,0,0,0,3371,3033,146,26,74,2,0,12,78,4123,3592,226,76,161,44,6,3371,3033,146,63,94,27,5,4126,3595,226,76,161,44,6
0900909-081,3,0900909-081,1975,850,1073,2532,1151,1336,1767,583,1093,1719,767,923,1685,637,1031,2047,1131,867,2126,830,1202,4308,3488,533,137,142,0,0,137,142,0,0,0,5705,4388,715,361,225,0,0,0,0,4277,3581,464,77,159,0,0,77,125,0,0,0,0,5330,4213,614,223,268,15,0,193,218,0,0,0,95,5388,4247,632,315,159,24,11,0,0,4035,3314,393,185,98,17,8,0,0,4264,2985,569,287,86,3,0,85,249,5542,3615,902,606,135,106,2,4264,2985,569,398,92,66,2,5552,3620,903,607,135,106,2
0900909-008,3,0900909-008,3157,1240,1832,3803,1543,2191,2907,901,1873,2846,1208,1601,2818,969,1822,3245,1683,1483,3332,1146,2002,4715,4425,180,115,0,0,0,90,0,0,0,0,6168,5649,367,128,24,29,29,0,0,4835,4605,160,75,0,0,0,45,0,0,0,0,0,6185,5714,361,91,19,78,0,44,19,0,0,0,47,6049,5515,300,121,108,13,11,0,0,4672,4329,187,83,70,11,3,0,0,4884,4282,275,93,68,6,0,31,129,6000,5126,413,203,109,75,4,4884,4282,275,126,75,60,4,6005,5131,413,203,109,75,4
0900909-144,3,0900909-144,3528,1516,1930,4349,1943,2342,3192,1063,2000,3119,1443,1635,3088,1151,1899,3709,2071,1562,3791,1444,2182,6103,4960,778,250,117,0,0,222,117,0,0,0,8180,6015,1550,432,252,50,0,0,0,5317,4743,333,164,86,0,0,159,83,0,0,0,0,7064,5830,824,266,221,49,0,191,149,0,0,0,67,7967,6896,567,255,245,59,9,0,0,6278,5560,368,168,162,45,6,0,0,6371,5181,563,250,154,5,0,41,177,7870,6182,862,448,269,127,6,6371,5181,563,324,181,86,2,7881,6192,862,448,269,127,6
0900909-027,3,0900909-027,2185,1087,1068,2784,1333,1420,1970,820,1115,1907,1033,856,1886,823,1050,2241,1461,744,2340,1040,1244,4338,3436,514,178,189,0,25,178,185,0,0,0,5485,3905,1033,271,204,9,25,0,0,4180,3094,647,139,279,0,15,139,275,0,15,0,0,5648,3496,1588,291,305,9,17,171,305,0,17,68,6,5998,4869,617,199,307,48,0,0,0,4788,4051,387,127,212,29,0,0,0,4824,3449,787,220,238,1,0,15,114,5825,3905,1150,425,334,70,5,4824,3449,787,292,267,59,4,5838,3916,1151,425,334,70,5
0900909-110,3,0900909-110,703,605,93,791,571,219,568,484,78,551,494,56,538,473,63,862,788,69,917,810,93,2158,189,1614,342,11,0,0,340,11,0,0,0,4682,275,3614,1011,12,10,0,0,0,2669,217,1792,663,2,0,0,553,2,0,0,0,0,4814,247,3601,1311,2,10,0,803,2,0,0,1,161,4497,350,3347,916,28,61,3,0,0,3039,283,2227,598,17,36,3,0,0,3093,244,2319,420,33,5,0,17,55,4528,303,3458,852,63,200,11,3093,244,2319,552,49,126,6,4579,304,3498,861,63,200,11
0900909-185,3,0900909-185,1245,947,277,1478,1124,345,1057,743,284,1035,806,218,1011,753,249,1381,1131,219,1496,1108,354,3454,1646,831,763,91,41,0,655,84,5,95,0,5119,1904,1427,1684,191,217,6,0,0,3860,1753,973,840,116,49,0,777,106,9,0,122,0,5371,1857,1881,1408,315,228,110,1053,187,8,0,40,345,5560,2185,1457,1745,292,69,34,0,0,4336,1933,991,1233,237,51,27,0,0,3986,1390,1097,1125,237,9,0,30,98,4926,1575,1509,1641,315,91,10,3986,1390,1097,1280,273,68,10,4947,1579,1514,1647,315,91,10
0900909-136,3,0900909-136,1439,664,751,1688,804,864,1339,502,802,1320,664,649,1309,543,757,1480,842,617,1507,638,813,1931,1620,100,160,50,0,0,160,50,0,0,0,2427,2049,134,180,63,0,0,0,0,1690,1469,20,166,34,0,0,166,34,0,0,0,0,2213,1919,40,209,46,0,0,209,45,0,0,0,0,2557,2238,79,102,135,12,5,0,0,2023,1787,53,78,100,12,5,0,0,2041,1751,93,72,88,1,2,13,21,2547,2125,134,133,130,18,4,2041,1751,93,91,91,11,4,2548,2126,134,133,130,18,4
0900909-151,3,0900909-151,2459,1394,998,2912,1685,1171,2288,1107,1076,2239,1346,857,2165,1124,1004,2574,1720,780,2618,1382,1111,4548,4034,317,48,143,0,0,44,134,0,0,0,5917,4773,900,54,189,7,0,0,0,4884,4370,320,62,66,67,0,58,57,0,0,0,0,6101,5069,688,130,125,18,0,58,111,0,0,124,48,6144,4942,934,120,152,39,0,0,0,4903,4087,621,91,104,31,0,0,0,4878,3851,611,120,131,20,1,10,134,6176,4614,934,273,267,103,22,4878,3851,611,173,164,82,11,6185,4621,935,273,267,103,22
0900909-007,3,0900909-007,1338,598,720,1597,706,879,1240,436,747,1207,577,614,1195,482,702,1400,845,536,1427,550,832,2231,1838,313,66,22,0,0,66,22,0,0,0,2848,2189,544,173,32,0,0,0,0,2295,1935,232,110,18,3,0,110,18,0,0,0,0,3002,2271,464,254,35,1,0,249,19,0,0,0,1,2658,2300,193,141,23,16,0,0,0,2119,1892,115,94,17,9,0,0,0,2207,1767,232,101,37,1,0,6,63,2647,1997,355,210,61,34,7,2207,1767,232,137,47,29,5,2649,1999,355,210,61,34,7
0900909-073,3,0900909-073,2056,1087,928,2485,1352,1095,1906,842,997,1882,1054,809,1854,909,930,2099,1340,704,2181,1054,1035,3388,2732,166,285,194,0,0,255,194,0,0,0,4279,3285,254,505,277,34,36,0,0,2993,2481,89,200,198,15,0,190,198,0,0,0,0,3918,2990,187,402,357,52,34,325,259,0,0,4,152,4330,3701,278,171,173,23,2,0,0,3446,3026,172,111,124,16,2,0,0,3420,2739,300,103,125,3,0,31,119,4131,3163,447,239,192,76,7,3420,2739,300,165,141,52,6,4138,3168,447,239,192,76,7
0900909-137,3,0900909-137,3136,1333,1749,3702,1651,2004,2913,934,1888,2847,1281,1542,2819,1002,1797,3237,1861,1317,3316,1280,1919,4624,4022,144,163,289,10,0,163,259,0,0,0,5754,4844,193,188,518,8,0,0,0,4583,4137,146,36,243,10,0,36,213,0,0,0,0,5732,5088,198,69,365,11,0,45,305,0,0,0,95,5907,5269,226,186,231,17,6,0,0,4815,4350,151,139,168,11,4,0,0,4844,4100,268,144,225,2,0,24,81,5791,4764,370,247,321,79,8,4844,4100,268,177,240,49,7,5792,4765,370,247,321,79,8
0900101-003,5,0900101-003,3221,1562,1590,3777,2064,1656,2973,1307,1594,2951,1558,1361,2911,1360,1523,3329,1568,1710,3393,1517,1687,4715,4355,130,88,130,0,15,84,120,0,10,0,6534,5950,197,186,188,22,13,0,0,4461,4074,140,55,165,2,15,49,165,0,15,30,0,5989,5167,314,151,283,41,14,109,218,0,14,22,145,6107,5480,275,106,204,27,0,0,0,4655,4226,178,75,138,19,0,0,0,4870,3884,432,103,188,3,0,82,178,6293,4835,703,232,294,93,4,4870,3884,432,152,209,66,0,6298,4840,703,232,294,93,4
0900909-192,5,0900909-192,3110,940,2109,3626,1117,2466,2877,647,2132,2814,882,1909,2746,729,1994,3272,1386,1827,3332,879,2331,4607,4334,126,53,71,17,0,53,56,0,8,0,6030,5501,315,55,126,38,0,0,0,4474,4195,132,16,86,12,0,16,70,0,0,27,0,5942,5239,498,42,174,13,0,15,129,2,0,0,56,6135,5661,231,111,110,34,1,0,0,4666,4372,134,75,70,25,1,0,0,4653,4100,240,84,70,9,1,28,121,5778,4946,415,172,137,67,3,4653,4100,240,122,91,56,2,5782,4950,415,172,137,67,3
0900909-123,3,0900909-123,2139,1852,235,2435,2141,254,2048,1752,244,2030,1821,189,2015,1736,256,2123,1838,221,2161,1841,232,3000,2030,184,690,85,1,0,686,81,0,0,0,4277,2430,665,1252,167,10,0,0,0,3346,2497,184,598,71,1,0,587,61,0,0,0,0,4341,2842,501,1110,104,2,0,836,83,0,0,23,55,4111,2701,309,931,191,59,1,0,0,3251,2253,216,651,138,32,1,0,0,3432,2162,347,638,128,0,0,32,125,4249,2547,483,967,218,67,4,3432,2162,347,741,152,58,2,4256,2550,483,969,218,67,4
0900909-009,3,0900909-009,3261,1585,1610,3698,1912,1718,3097,1285,1722,3052,1551,1471,3039,1350,1654,3353,1857,1433,3380,1580,1646,4160,3550,265,90,120,29,115,80,120,0,0,0,5513,4487,372,90,430,28,114,0,0,4255,3670,150,135,185,49,75,125,185,0,75,0,0,5492,4724,153,134,363,54,74,124,333,0,0,0,158,5563,4988,137,122,293,25,1,0,0,4214,3827,90,81,199,15,1,0,0,4255,3727,130,80,188,2,0,19,109,5297,4561,182,153,291,72,5,4255,3727,130,105,211,54,5,5301,4565,182,153,291,72,5
0900101-138,4,0900101-138,2471,1823,599,3185,2419,711,2221,1568,620,2208,1683,500,2157,1574,566,2489,1810,613,2573,1898,575,4547,2541,812,747,433,16,0,716,398,4,22,0,7876,3122,1741,1321,1858,37,0,0,0,5341,3223,667,962,476,0,0,860,456,0,0,17,0,8816,3744,1417,1573,2127,13,0,1388,2079,12,0,8,169,7052,3365,1360,1043,1337,63,12,0,0,5815,2986,1032,778,1052,41,10,0,0,9139,4500,1534,1063,1720,8,4,55,255,10450,4723,1917,1585,2184,151,12,9139,4500,1534,1241,1803,119,11,10463,4727,1920,1587,2185,151,12
0900101-023,4,0900101-023,2107,1624,455,2661,2026,609,1827,1355,445,1800,1426,359,1765,1339,411,2247,1809,400,2384,1779,537,4959,1597,1659,1308,385,0,0,1308,375,0,15,0,7031,2279,2446,2020,626,140,13,0,0,5012,1805,1436,1355,399,0,0,1355,379,0,0,15,0,6962,1963,2454,1984,716,73,50,1806,649,0,0,4,87,7716,2444,2455,2418,389,76,34,0,0,5888,2123,1740,1658,287,52,24,0,0,6398,1561,2058,1912,349,14,5,207,292,8126,1734,2817,2822,490,153,44,6398,1561,2058,2158,372,110,33,8155,1736,2823,2826,490,153,44
0900909-036,3,0900909-036,2876,1706,1118,3301,2148,1112,2761,1379,1297,2730,1721,991,2696,1469,1207,2867,1819,992,2920,1688,1113,3656,3327,116,24,172,15,0,9,172,0,0,0,5087,4382,303,25,357,16,0,0,0,3545,3137,160,7,227,4,0,3,227,0,0,0,0,4909,4323,252,10,320,5,0,5,244,0,0,0,86,5106,4715,165,58,172,13,2,0,0,3706,3473,98,34,95,9,0,0,0,3663,3233,126,42,171,0,0,3,88,4822,4180,192,93,293,28,2,3663,3233,126,62,190,20,0,4822,4180,192,93,293,28,2
0900909-132,3,0900909-132,2451,1114,1301,2964,1353,1590,2290,800,1411,2216,1084,1121,2186,872,1290,2522,1522,959,2611,1076,1446,4102,3665,151,173,80,35,0,158,80,0,0,0,4907,4291,179,212,232,35,0,0,0,4147,3326,304,357,121,35,0,342,121,0,0,0,0,4936,3879,365,436,279,34,0,402,223,0,0,0,68,4822,4193,185,171,261,31,3,0,0,3885,3444,121,130,176,20,3,0,0,3886,3280,191,145,182,2,0,21,65,4716,3845,307,240,252,50,2,3886,3280,191,169,188,31,2,4718,3847,307,240,252,50,2
0900909-107,3,0900909-107,1267,1002,239,1532,1177,333,1134,852,253,1102,897,193,1075,825,228,1359,1162,162,1432,1114,268,3230,1054,1419,719,28,61,0,665,28,3,0,0,4596,1211,2375,982,44,70,0,0,0,3479,1036,1475,930,25,93,0,840,25,3,0,0,0,4759,1167,2396,1203,41,99,0,1064,41,3,0,0,90,4398,1403,1769,1158,148,59,9,0,0,3321,1265,1186,791,113,41,7,0,0,3416,949,1471,803,102,1,0,13,77,4530,1057,2114,1329,157,104,6,3416,949,1471,942,122,76,4,4562,1063,2129,1336,157,104,6
0900909-133,3,0900909-133,2867,1218,1612,3520,1491,1993,2693,875,1745,2593,1184,1394,2580,943,1620,2864,1701,1130,2961,1127,1745,4069,3503,209,184,151,25,0,184,141,0,0,0,5005,4239,317,267,146,26,0,0,0,3810,3137,153,371,126,19,0,371,116,0,0,0,0,4738,3848,233,447,176,23,0,444,143,0,0,11,59,5621,4926,225,184,297,18,2,0,0,4318,3855,136,123,210,10,1,0,0,4518,3763,208,121,345,11,2,5,63,5610,4541,320,225,482,80,5,4518,3763,208,161,356,51,5,5613,4544,320,225,482,80,5
0900909-043,3,0900909-043,2631,2202,377,3053,2603,418,2548,2037,432,2542,2184,328,2502,2039,425,2564,2214,301,2601,2152,368,3464,2587,222,593,37,25,0,593,37,0,0,0,4260,3078,352,827,134,54,0,0,0,3355,2245,350,706,31,4,0,706,31,0,0,10,0,4069,2584,431,991,93,78,0,784,81,0,0,0,186,4365,3073,290,798,223,45,2,0,0,3589,2678,185,568,155,34,2,0,0,4145,2682,325,755,223,6,4,13,137,4834,2981,435,1083,321,101,8,4145,2682,325,864,254,65,7,4848,2988,435,1087,321,101,8
0900909-004,3,0900909-004,575,350,213,743,465,267,522,282,229,519,336,178,515,293,214,559,382,159,601,342,233,1393,888,190,263,50,0,0,238,50,0,0,0,1827,1053,310,399,52,0,7,0,0,1961,1460,232,242,4,0,0,202,4,0,0,22,0,2664,1664,531,381,61,0,12,292,8,0,0,5,164,2671,1180,738,748,92,38,11,0,0,1901,988,456,439,57,20,8,0,0,1809,803,520,333,48,11,0,18,76,2385,914,777,617,96,55,2,1809,803,520,410,67,50,1,2409,922,784,624,96,55,2
0900909-037,3,0900909-037,2541,1349,1138,2900,1613,1240,2430,1135,1221,2406,1343,1032,2379,1171,1179,2552,1531,964,2602,1311,1171,3332,3129,66,50,73,10,0,35,58,0,0,0,4416,4003,137,112,193,30,0,0,0,3143,2818,151,49,116,0,0,34,91,0,0,0,0,4496,3831,355,102,235,19,0,42,135,0,0,18,114,4477,4141,143,68,108,31,3,0,0,3372,3156,86,45,74,24,2,0,0,3456,3076,142,37,96,0,0,13,92,4331,3760,220,89,173,52,3,3456,3076,142,58,110,43,0,4333,3762,220,89,173,52,3
0900101-173,4,0900101-173,2903,1591,1253,3426,2011,1361,2641,1255,1325,2606,1487,1090,2568,1300,1246,3062,1881,1120,3118,1604,1360,4435,3453,272,348,322,21,9,319,307,19,8,0,6162,4343,427,554,759,28,17,0,0,4346,3405,452,232,216,21,9,220,216,15,9,8,0,6790,4963,680,379,523,28,15,252,382,15,9,263,225,6605,5181,521,453,433,40,5,0,0,4908,3953,332,310,291,22,5,0,0,4977,3410,562,446,395,5,0,28,131,6573,4223,861,728,619,56,1,4977,3410,562,501,409,30,1,6579,4228,862,728,619,56,1
0900909-093,3,0900909-093,221,205,15,271,233,38,188,173,13,180,175,5,185,174,10,235,226,7,259,243,16,526,27,216,273,0,4,0,258,0,3,0,0,978,158,382,428,10,12,0,0,0,506,35,226,242,0,3,0,230,0,3,0,0,0,1071,192,488,358,16,12,0,292,16,3,0,0,80,1062,48,576,493,9,12,0,0,0,717,39,376,328,7,9,0,0,0,760,46,344,317,10,2,0,7,34,1106,59,526,526,44,48,10,760,46,344,379,22,27,8,1122,59,532,533,44,48,10
0900909-170,5,0900909-170,953,575,363,1203,729,467,841,467,356,818,516,295,810,463,341,982,659,306,1050,600,415,2160,941,553,609,46,26,0,599,32,0,0,0,3141,1297,862,945,94,48,0,0,0,2120,963,472,587,50,50,19,541,37,0,19,3,0,3187,1417,774,905,102,72,19,759,78,0,0,1,156,3052,1510,749,767,68,25,9,0,0,2334,1304,464,520,43,21,6,0,0,2738,984,900,664,47,11,0,42,90,3608,1213,1285,1045,82,61,7,2738,984,900,787,62,49,5,3628,1220,1294,1050,82,61,7
