GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_LtG,Dem_2018_LtG,Rep_2018_LtG,Total_2017_SenSp,Dem_2017_SenSp,Rep_2017_SenSp,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
01077000014,2,01077000014,1297,272,1011,1689,271,1393,1684,347,1331,1106,262,843,1095,279,815,1095,251,843,794,256,525,1454,251,1140,1412,324,1086,2473,2341,37,82,0,0,0,82,0,0,0,0,3144,2987,54,98,0,0,0,0,0,2588,2469,28,90,0,0,0,90,0,0,0,0,0,3384,3239,27,110,7,0,0,96,7,0,0,0,14,3293,3066,73,102,15,40,1,0,0,2515,2366,35,67,12,37,0,0,0,2543,2349,55,66,5,10,0,8,50,3278,2981,91,128,15,60,1,2543,2349,55,83,8,48,0
01069000241,7,01069000241,1794,724,1049,2105,824,1249,2095,884,1211,1670,631,1038,1658,674,984,1659,629,1030,1265,649,595,2113,736,1304,2068,734,1331,4316,2563,39,1644,32,49,0,1602,24,15,8,0,5635,3197,69,2265,38,65,3,0,0,4269,2590,35,1516,23,95,0,1482,19,6,0,33,0,5511,3139,81,2136,33,127,3,2027,27,9,0,44,181,5873,3243,181,2364,56,76,12,0,0,4461,2590,121,1677,39,54,4,0,0,4367,2478,112,1618,37,24,1,18,79,5645,3060,200,2224,75,104,14,4367,2478,112,1655,52,78,9
01095000014,1,01095000014,1302,252,1031,1531,257,1252,1518,304,1213,1088,245,840,1087,193,894,1082,208,873,946,280,637,1592,220,1317,1551,260,1289,2610,2432,89,29,20,38,1,29,20,1,1,0,3210,2889,153,32,96,38,0,0,0,2284,2091,105,53,16,18,1,53,16,1,1,0,0,2844,2502,212,53,57,17,0,53,57,0,0,0,17,3067,2942,48,39,11,28,4,0,0,2405,2319,27,25,9,25,2,0,0,2725,2510,58,18,13,13,1,3,109,3310,3019,81,35,35,130,2,2725,2510,58,21,26,100,2
01069000171,7,01069000171,804,90,710,1047,94,940,1051,152,898,658,71,584,661,102,559,660,72,587,501,78,422,920,68,834,889,87,801,1507,1300,19,162,2,19,0,151,0,3,0,0,1970,1658,46,245,2,23,0,0,0,1576,1361,31,170,1,20,0,161,0,3,0,0,0,2049,1694,75,257,0,21,0,239,0,3,0,0,35,2037,1911,23,84,1,19,4,0,0,1608,1517,16,57,1,16,4,0,0,1516,1355,30,61,9,7,0,7,47,1874,1666,38,106,14,40,1,1516,1355,30,74,10,38,1
01069000141,7,01069000141,1134,205,924,1481,264,1203,1480,329,1150,955,163,791,957,188,769,958,168,790,723,154,565,1332,181,1120,1303,215,1085,2479,2095,70,282,12,15,3,282,12,4,0,0,3314,2643,251,371,21,34,3,0,0,2623,2263,71,260,7,18,3,260,7,4,3,0,0,3369,2731,186,331,12,46,1,320,7,6,1,4,119,3127,2591,54,427,3,68,0,0,0,2403,2040,30,287,3,47,0,0,0,2383,1970,37,282,0,11,0,3,80,3038,2448,68,436,13,79,4,2383,1970,37,316,4,54,3
01069000281,7,01069000281,597,99,497,813,132,679,812,173,639,487,75,412,487,82,405,484,74,410,336,70,265,669,96,562,651,102,547,1104,822,2,267,0,11,0,267,0,0,0,0,1329,1011,7,291,1,11,0,0,0,1082,892,2,181,0,15,0,181,0,0,0,0,0,1309,1030,27,229,1,15,0,199,1,0,0,8,43,1692,1399,27,242,10,20,2,0,0,1266,1060,12,173,5,16,0,0,0,1331,1078,40,157,2,4,2,2,46,1714,1377,54,225,11,48,4,1331,1078,40,166,8,41,2
01095000008,1,01095000008,479,106,369,617,115,498,621,140,481,429,99,330,427,97,330,430,91,339,315,100,212,495,97,384,480,97,383,757,724,5,11,0,13,0,11,0,13,0,0,933,879,5,32,0,13,0,0,0,1028,964,12,16,0,29,0,16,0,29,0,0,0,1153,1072,17,41,0,30,0,16,0,30,0,0,19,984,926,37,5,5,13,0,0,0,829,792,23,1,4,11,0,0,0,980,847,39,8,7,4,0,3,72,1136,967,56,18,16,75,1,980,847,39,17,14,56,0
01095000005,1,01095000005,601,91,508,766,99,665,763,125,636,529,89,440,530,80,449,526,75,450,376,76,294,668,85,572,648,108,540,1447,1190,203,10,0,21,26,3,0,9,0,0,2403,1518,818,17,0,23,28,0,0,1462,1285,131,12,0,12,22,2,0,2,22,0,0,2137,1575,494,38,0,14,22,21,0,4,22,0,27,1870,1557,282,6,2,24,1,0,0,1391,1204,163,2,2,20,1,0,0,1498,1134,289,12,3,10,0,5,45,2021,1419,510,22,16,83,8,1498,1134,289,15,8,72,8
01069000301,7,01069000301,1344,118,1216,1744,130,1591,1749,200,1542,1170,104,1064,1167,116,1051,1167,84,1083,796,96,688,1485,80,1379,1455,129,1323,2419,2165,22,198,6,25,0,197,6,5,1,0,3392,2999,95,259,7,34,0,0,0,2240,2056,25,144,5,14,0,142,2,1,0,0,0,3150,2857,71,203,7,12,0,171,1,1,0,2,50,2887,2713,60,85,15,20,4,0,0,2116,1996,43,53,10,18,3,0,0,2690,2401,63,104,13,8,3,5,93,3663,3199,110,213,23,109,13,2690,2401,63,123,18,74,12
01069000361,7,01069000361,1233,92,1134,1623,100,1505,1629,155,1468,1035,76,957,1031,83,947,1033,64,969,755,85,667,1352,88,1227,1322,116,1202,2276,2240,0,24,0,3,0,24,0,0,15,0,2884,2809,4,24,43,18,0,0,0,2051,2007,0,19,0,11,0,19,0,4,0,10,0,2545,2446,3,21,36,51,0,21,0,28,0,0,47,2744,2501,71,73,21,91,1,0,0,2047,1887,42,49,11,69,1,0,0,2408,2158,68,63,11,22,0,0,86,3250,2869,122,111,26,130,2,2408,2158,68,75,13,93,2
01103000309,2,01103000309,562,183,376,715,219,482,715,244,470,461,154,307,460,161,299,459,143,316,388,149,236,650,184,451,647,196,451,1164,867,48,241,0,3,0,237,0,3,0,0,1860,1168,344,343,0,2,0,0,0,907,671,48,180,0,3,0,180,0,3,0,0,0,1400,829,281,284,0,4,0,284,0,4,0,1,0,1819,1219,268,290,19,32,1,0,0,1374,1001,156,180,15,27,1,0,0,1380,894,171,213,18,6,2,1,75,1876,1077,323,369,38,97,19,1380,894,171,238,31,68,6
01103000304,2,01103000304,1685,749,918,2088,879,1152,2066,996,1065,1538,682,855,1527,676,850,1528,623,904,1207,686,505,1957,715,1137,1920,761,1158,4486,3150,403,897,11,20,0,897,11,0,10,0,6482,3820,1322,1275,43,38,0,0,0,4496,2927,377,1138,10,29,0,1138,0,0,0,15,0,6293,3497,1232,1653,28,45,0,1474,20,0,0,0,70,6922,4315,1113,1379,41,138,28,0,0,5267,3649,630,899,24,92,12,0,0,5400,3211,940,941,58,26,2,26,196,6835,3636,1430,1514,89,206,6,5400,3211,940,1017,72,168,6
01113000502,6,01113000502,1385,840,537,1885,1088,768,1869,1134,734,1177,723,453,1176,745,431,1176,741,434,804,611,191,1406,739,622,1392,756,636,3714,1646,238,1760,34,82,0,1711,34,34,0,0,5604,2512,433,2611,33,192,0,0,0,3928,1263,787,1828,50,32,0,1803,50,7,0,0,0,5990,1752,1343,2934,52,105,0,2518,52,6,0,125,195,3315,1869,268,1064,63,54,67,0,0,2198,1301,147,679,37,23,35,0,0,4506,1989,382,1772,72,20,47,18,206,6534,2728,676,2823,157,188,97,4506,1989,382,1895,109,113,56
01103003014,2,01103003014,2209,500,1673,2582,518,2025,2580,621,1957,2056,495,1560,2037,479,1557,2042,407,1634,1589,497,1033,2413,406,1906,2354,420,1933,3386,2906,15,378,39,38,0,355,27,0,12,0,4379,3597,70,613,57,37,0,0,0,3962,3591,42,276,15,25,0,248,15,0,0,3,0,4949,4256,120,510,28,27,0,374,13,0,0,23,163,3993,3533,99,249,64,50,0,0,0,3022,2714,53,180,40,39,0,0,0,3259,2733,98,276,29,9,0,4,110,4030,3281,154,429,58,93,1,3259,2733,98,298,40,73,0
01103001901,2,01103001901,509,64,440,674,62,601,674,81,589,434,70,364,427,66,361,423,44,379,315,57,251,544,58,471,533,66,464,813,711,2,92,2,5,0,92,2,3,0,0,1042,853,3,177,4,5,0,0,0,780,679,4,95,1,3,0,95,1,3,0,0,0,1064,851,10,199,1,4,0,199,1,3,0,0,1,1165,1069,14,45,2,36,0,0,0,873,805,8,34,1,27,0,0,0,885,797,12,43,1,2,0,0,30,1194,1052,37,62,1,43,0,885,797,12,44,1,30,0
01075001001,2,01075001001,124,19,105,156,15,140,156,19,137,104,20,84,104,22,82,106,17,89,61,18,42,142,19,122,137,23,114,211,191,0,17,0,0,0,17,0,0,0,0,261,231,2,24,0,0,0,0,0,223,199,0,22,0,0,0,22,0,0,0,0,0,276,248,0,26,0,0,0,26,0,0,0,0,0,294,273,3,18,0,0,0,0,0,228,210,2,16,0,0,0,0,0,234,219,0,7,0,2,0,0,6,289,269,1,11,0,5,0,234,219,0,8,0,5,0
01075000401,2,01075000401,44,6,38,61,8,53,61,7,54,28,4,24,27,5,22,28,3,25,21,6,15,57,9,47,56,8,48,55,51,0,6,1,0,0,5,0,0,0,0,68,63,0,5,1,0,0,0,0,71,67,0,5,1,0,0,5,0,0,0,0,0,84,76,0,5,1,0,0,5,0,0,0,0,0,90,82,1,1,0,6,0,0,0,75,71,1,1,0,2,0,0,0,94,90,0,2,0,1,0,0,1,111,107,0,2,0,1,0,94,90,0,2,0,1,0
01113000707,6,01113000707,1574,456,1109,2022,538,1468,2024,603,1418,1413,377,1035,1404,414,990,1403,394,1006,845,342,496,1771,443,1287,1707,431,1275,2722,1854,88,663,22,94,0,663,8,0,0,0,3397,2309,112,804,66,94,0,0,0,2808,2070,64,651,21,7,0,651,7,3,0,4,0,3422,2507,95,757,47,7,3,746,8,1,0,20,48,3915,2950,98,809,21,42,4,0,0,3016,2287,68,620,14,33,1,0,0,3159,2366,65,596,19,10,0,0,103,3916,2909,95,765,46,84,5,3159,2366,65,616,30,66,1
01113000701,6,01113000701,699,329,366,945,426,510,949,454,493,591,280,311,590,293,297,591,289,301,433,257,171,729,294,415,726,305,421,1563,850,79,615,11,29,0,598,11,14,0,0,2217,1181,137,877,11,61,0,0,0,1406,579,13,788,0,17,0,787,0,17,0,0,0,1583,736,14,822,0,22,0,803,0,20,0,0,7,1606,981,73,532,12,12,15,0,0,1293,802,38,437,8,8,8,0,0,1308,794,67,389,14,3,4,1,36,1604,963,92,486,24,31,7,1308,794,67,410,16,19,6
01103000101,2,01103000101,209,136,73,269,177,91,267,177,90,179,115,64,181,115,66,181,115,66,150,109,41,237,145,87,231,139,92,995,233,48,710,0,2,0,710,0,2,0,0,1496,256,307,917,0,3,0,0,0,918,291,20,603,0,1,0,600,0,1,0,0,0,1216,311,165,730,0,2,0,729,0,1,0,1,2,1911,668,632,604,1,15,15,0,0,1511,598,355,554,1,13,6,0,0,793,279,374,98,2,4,1,16,19,1163,339,640,139,5,42,1,793,279,374,101,4,31,1
01031000018,7,01031000018,565,84,475,706,106,591,702,128,572,494,69,425,495,76,419,494,70,424,373,75,292,644,74,552,629,83,546,1151,936,22,167,9,24,0,166,5,18,2,0,1464,1211,32,183,17,26,2,0,0,1043,833,19,169,6,13,0,169,6,8,0,2,0,1340,1094,31,180,26,14,1,174,13,10,0,2,22,1414,1135,37,194,16,38,2,0,0,1113,913,22,141,12,29,0,0,0,1276,1010,76,115,13,11,0,1,50,1659,1226,129,229,42,58,5,1276,1010,76,132,22,42,4
01085000041,6,01085000041,731,713,18,810,790,18,802,787,15,619,575,44,622,608,14,617,602,15,619,611,8,914,898,16,870,835,35,945,37,1,907,0,4,0,895,0,0,0,0,1226,48,1,1180,0,2,0,0,0,975,20,1,956,0,4,0,948,0,0,0,0,0,1234,29,1,1206,0,2,0,1196,0,0,0,0,9,1454,47,19,1401,0,0,0,0,0,1087,33,8,1054,0,0,0,0,0,933,25,5,876,0,0,0,0,27,1210,29,11,1171,5,11,3,933,25,5,903,4,8,2
01071000034,1,01071000034,63,13,50,73,11,62,72,14,58,59,11,48,55,14,41,58,10,48,50,17,32,76,11,62,69,22,47,108,106,0,0,0,2,0,0,0,0,0,0,129,121,4,0,0,3,0,0,0,118,114,0,0,0,3,0,0,0,0,0,0,0,137,130,4,0,0,3,0,0,0,0,0,0,1,127,121,3,0,0,6,0,0,0,104,99,2,0,0,5,0,0,0,128,108,1,0,0,10,0,0,9,164,142,2,0,0,20,0,128,108,1,0,0,19,0
01071000011,1,01071000011,807,168,636,1030,163,858,1021,186,835,694,164,529,681,156,524,687,143,543,526,175,349,967,189,727,937,233,703,1637,1554,21,0,7,50,3,0,6,28,5,0,2014,1867,24,22,40,54,17,0,0,1800,1690,8,0,15,82,4,0,14,28,4,4,0,2125,1953,10,24,28,98,7,0,25,33,2,0,99,2319,2195,25,7,3,95,0,0,0,1781,1697,13,2,2,71,0,0,0,1844,1673,19,2,4,35,0,5,106,2331,2079,34,18,10,167,0,1844,1673,19,10,8,114,0
0100500010A,6,0100500010A,245,36,209,297,34,262,295,43,252,208,28,180,208,36,172,205,34,171,175,27,148,265,41,223,251,38,213,462,366,0,90,1,0,0,90,1,0,0,0,584,477,0,103,1,0,0,0,0,548,458,0,86,1,0,0,86,1,0,0,0,0,662,550,0,106,2,0,0,106,2,0,0,0,0,584,438,2,137,0,0,0,0,0,482,366,1,110,0,0,0,0,0,440,365,10,47,7,1,0,0,10,527,426,21,65,7,7,1,440,365,10,51,7,6,0
01005000003,6,01005000003,451,245,204,545,285,254,546,301,245,389,209,180,389,231,158,389,218,171,308,175,132,518,252,260,487,239,245,2169,972,110,1049,4,48,0,1035,4,26,0,0,2573,1076,236,1224,6,49,0,0,0,2088,900,118,1019,4,61,0,1003,4,31,0,0,0,2506,954,318,1194,8,61,0,1166,7,29,0,0,34,2949,917,450,1586,7,29,5,0,0,2490,838,300,1356,3,27,3,0,0,2434,839,341,1218,7,4,0,3,22,2765,882,514,1341,12,36,0,2434,839,341,1236,9,22,0
01005000006,6,01005000006,809,527,280,885,574,308,881,585,295,754,457,294,745,507,238,738,477,260,629,429,200,922,588,326,896,560,333,2995,1097,44,1847,0,20,0,1839,0,10,0,0,3412,1278,58,2084,0,19,0,0,0,3034,1074,39,1903,0,28,0,1895,0,10,0,0,0,3660,1252,53,2358,0,27,0,2313,0,11,0,0,32,3641,1445,70,2124,5,24,4,0,0,3028,1257,52,1713,3,20,3,0,0,2491,886,29,1550,2,1,0,0,23,2836,943,48,1851,4,7,1,2491,886,29,1584,3,2,1
01005000007,6,01005000007,276,123,152,307,120,183,306,128,178,256,117,139,255,122,133,255,117,138,202,111,90,319,132,184,316,131,185,489,230,0,260,0,0,0,260,0,0,0,0,682,253,0,416,0,0,0,0,0,432,109,0,324,0,0,0,324,0,0,0,0,0,468,107,0,350,0,0,0,350,0,0,0,12,0,681,172,3,507,2,0,1,0,0,515,144,2,368,2,0,1,0,0,469,125,2,327,1,4,0,0,10,575,150,6,406,2,9,0,469,125,2,330,1,9,0
01039000013,7,01039000013,222,14,208,292,13,278,290,22,268,184,8,176,184,19,165,181,9,172,140,19,120,245,12,232,241,19,222,516,492,1,22,0,0,0,13,0,0,0,0,637,599,3,20,16,0,0,0,0,448,426,1,23,0,0,0,13,0,0,0,0,0,565,543,1,23,0,0,0,11,0,0,0,0,10,625,588,16,3,0,18,0,0,0,474,452,10,1,0,11,0,0,0,463,429,1,3,0,5,0,0,25,604,555,10,10,3,30,1,463,429,1,8,1,25,1
01039000019,7,01039000019,249,28,220,321,29,290,322,41,281,212,23,189,209,29,180,209,15,194,155,25,128,258,16,239,242,25,215,429,404,13,2,0,4,0,2,0,0,0,0,509,488,16,4,0,4,0,0,0,403,373,26,1,0,0,0,1,0,0,0,0,0,497,467,27,2,0,0,0,2,0,0,0,0,0,543,529,10,4,0,0,0,0,0,429,418,9,2,0,0,0,0,0,436,414,2,4,1,0,0,1,14,576,537,3,18,2,15,1,436,414,2,7,1,11,0
010330002-4,2,010330002-4,870,213,651,1049,192,844,1056,236,815,795,228,566,781,253,527,771,201,570,551,179,367,976,174,773,945,237,707,1702,1568,17,74,44,1,0,74,22,0,0,0,2224,2060,41,80,42,1,0,0,0,1671,1595,12,23,35,0,0,23,30,0,0,0,0,2164,2070,33,28,37,0,0,28,30,0,0,0,7,2152,1648,34,447,13,33,0,0,0,1684,1319,24,327,6,29,0,0,0,1578,1471,24,28,2,4,0,6,43,2014,1835,47,75,4,50,1,1578,1471,24,36,4,43,0
01031000025,7,01031000025,288,218,68,352,267,83,350,270,80,230,169,60,232,184,48,231,180,51,196,164,30,334,250,76,322,240,80,1263,695,0,557,0,14,0,557,0,9,0,0,1538,776,1,747,0,13,0,0,0,1122,585,1,528,0,13,0,525,0,8,0,0,0,1404,665,2,727,0,19,0,697,0,9,0,0,32,1361,837,20,467,4,29,2,0,0,1060,694,8,331,4,23,0,0,0,989,285,29,654,1,4,0,1,15,1215,332,37,824,5,17,2,989,285,29,665,3,10,2
01031000002,7,01031000002,297,30,266,383,29,351,380,45,335,246,29,214,244,31,213,247,25,222,180,28,152,330,32,295,318,41,274,554,499,0,48,0,6,0,48,0,4,0,0,649,584,0,51,4,8,0,0,0,577,510,0,62,0,6,0,58,0,4,0,0,0,665,591,0,63,7,6,0,62,7,4,0,0,2,742,671,7,36,0,25,0,0,0,582,532,5,28,0,14,0,0,0,524,485,6,12,0,3,0,1,17,686,626,14,21,2,20,0,524,485,6,14,1,16,0
010330017-5,2,010330017-5,1507,572,916,1840,621,1180,1833,684,1145,1415,571,841,1388,573,812,1386,534,851,980,501,461,1576,488,1029,1537,553,983,2085,1783,0,262,0,37,0,262,0,0,0,0,2628,2296,0,263,34,36,0,0,0,2237,1862,3,342,0,35,0,342,0,0,0,0,0,2697,2282,3,343,37,33,0,343,26,0,0,0,45,2797,2202,81,472,23,23,1,0,0,2143,1723,47,339,15,17,0,0,0,2795,1987,69,568,57,16,0,9,89,3531,2471,101,789,78,90,1,2795,1987,69,597,58,78,1
01103000701,2,01103000701,771,158,605,988,185,788,986,218,767,662,144,518,659,152,507,663,131,532,511,130,371,865,147,685,851,167,683,1977,1792,1,105,0,78,0,105,0,14,0,0,2360,2126,35,109,0,117,0,0,0,1678,1529,0,65,0,81,0,65,0,34,0,0,0,2040,1833,36,65,0,126,0,65,0,35,0,0,71,2288,2095,23,108,6,58,0,0,0,1807,1658,15,84,5,45,0,0,0,1754,1537,42,78,7,18,0,12,60,2183,1883,64,112,24,75,0,1754,1537,42,83,15,56,0
01009000018,2,01009000018,1138,108,1027,1459,112,1337,1456,157,1295,959,106,850,955,105,849,956,89,867,678,97,579,1313,75,1224,1293,106,1182,2256,2204,0,27,13,17,0,27,13,1,0,0,2870,2632,151,59,18,18,0,0,0,2146,2106,0,32,0,5,0,32,0,5,0,0,0,2609,2440,86,77,3,5,0,77,3,5,0,0,0,3370,3148,124,25,21,49,4,0,0,2636,2481,80,17,16,39,3,0,0,2573,2291,138,20,5,9,1,2,107,3299,2902,208,34,11,118,3,2573,2291,138,24,5,95,3
01009000013,2,01009000013,579,85,492,736,104,628,729,117,612,491,69,422,491,78,413,492,62,430,365,64,295,705,82,606,695,113,582,1472,1229,170,63,2,5,0,63,2,0,0,0,1981,1523,300,144,6,4,0,0,0,1383,1232,113,28,2,6,0,28,2,0,0,3,0,1824,1523,246,44,6,10,0,33,6,0,0,0,21,2063,1408,614,9,10,23,3,0,0,1500,1124,350,4,6,16,3,0,0,1492,1069,380,10,1,4,0,0,28,2059,1328,637,47,14,68,1,1492,1069,380,16,3,47,1
01073002070,3,01073002070,1648,1595,49,1873,1795,69,1872,1823,49,1485,1419,65,1483,1441,41,1483,1445,38,1391,1367,23,1805,1732,55,1794,1714,80,3097,147,0,2952,0,35,0,2917,0,0,0,0,4152,150,1,4001,0,34,0,0,0,3274,139,0,3133,0,80,0,3053,0,0,0,0,0,4523,140,0,4383,0,78,0,4305,0,0,0,0,78,4437,268,62,4112,8,7,0,0,0,3275,257,43,2974,6,7,0,0,0,3007,137,51,2770,2,2,1,6,38,3789,144,89,3549,4,30,3,3007,137,51,2813,4,13,2
01073001030,3,01073001030,2592,2322,258,2945,2646,279,2934,2679,253,2367,2089,277,2370,2142,228,2369,2118,249,2153,1981,168,2772,2399,331,2750,2361,386,4619,593,59,3886,7,80,0,3823,3,10,0,0,6360,652,208,5452,7,80,0,0,0,4411,592,48,3713,29,76,0,3659,11,0,0,0,0,6380,751,203,5402,47,72,0,5240,11,0,0,0,174,6614,1258,107,5215,20,54,1,0,0,4772,1119,74,3557,13,35,1,0,0,4793,611,167,3887,14,20,0,11,83,6714,672,271,5724,29,98,3,4793,611,167,3970,23,76,1
01073003025,3,01073003025,512,324,185,625,404,218,624,421,202,445,282,162,440,284,156,442,278,164,395,273,118,584,321,249,581,328,252,846,347,0,483,0,12,0,483,0,0,0,0,1183,502,0,667,0,14,0,0,0,1000,258,0,745,0,0,0,745,0,0,0,0,0,1226,289,0,936,0,0,0,936,0,0,0,0,0,1377,714,18,632,5,5,0,0,0,1050,573,12,457,5,4,0,0,0,1043,294,57,643,17,1,0,5,26,1310,350,88,842,21,25,0,1043,294,57,661,20,22,0
01039000006,7,01039000006,223,31,192,291,28,263,292,35,257,182,28,153,180,43,137,180,25,155,135,25,110,268,29,235,255,36,218,477,403,14,61,0,0,0,61,0,0,0,0,656,542,36,71,0,8,0,0,0,412,354,8,52,0,0,0,52,0,0,0,0,0,548,471,14,63,0,0,0,63,0,0,0,0,0,610,529,4,70,1,8,0,0,0,476,417,1,53,1,7,0,0,0,499,429,9,52,0,0,0,0,9,634,549,15,65,0,5,0,499,429,9,56,0,5,0
01113000705,6,01113000705,709,557,151,880,713,165,864,700,163,614,466,148,612,471,141,613,471,142,514,418,96,754,574,174,742,557,185,1255,347,15,876,12,4,0,876,12,0,0,0,1455,396,16,1043,11,7,0,0,0,1455,424,17,997,6,4,0,997,6,0,0,0,0,1653,498,17,1141,9,4,0,1124,9,0,0,0,4,1534,256,34,1261,3,10,3,0,0,1246,226,27,1008,2,7,3,0,0,1012,243,14,732,0,0,1,3,19,1201,275,25,891,1,20,3,1012,243,14,749,1,11,1
01103000801,2,01103000801,942,179,749,1175,184,973,1169,241,921,821,171,646,819,161,658,817,156,661,638,167,455,1049,139,863,1019,158,858,1943,1832,0,47,0,71,0,47,0,13,0,0,2953,2516,281,46,0,152,0,0,0,2289,2198,0,55,0,38,0,55,0,24,0,0,0,3369,2771,497,55,0,100,0,55,0,23,0,0,26,3010,2509,333,46,25,108,2,0,0,2283,1973,199,25,15,72,2,0,0,2164,1863,162,22,2,14,4,0,97,2778,2293,283,63,25,126,4,2164,1863,162,36,14,93,4
01103000401,2,01103000401,1166,220,930,1265,183,1066,1263,226,1032,1118,228,889,1111,219,891,1112,176,936,968,265,666,1310,205,1051,1300,226,1072,1917,1709,24,106,26,53,0,106,11,10,0,0,2593,2285,80,165,28,53,14,0,0,1598,1509,16,10,32,31,0,10,14,5,0,0,0,2015,1859,82,25,31,30,23,10,12,4,0,0,46,1978,1893,17,28,22,22,0,0,0,1606,1541,11,20,15,19,0,0,0,1735,1571,37,34,17,8,2,2,64,2124,1908,62,51,33,51,3,1735,1571,37,38,23,46,3
01103001801,2,01103001801,1369,174,1186,1767,182,1554,1761,252,1504,1184,162,1021,1178,172,1006,1181,128,1052,838,143,678,1541,139,1361,1516,171,1342,3005,2920,16,13,37,33,0,13,37,16,0,0,3865,3723,30,23,54,32,0,0,0,3371,3291,47,15,6,19,0,15,6,6,0,0,0,4104,3962,90,27,8,20,0,27,8,6,0,0,14,3586,3381,61,43,4,97,2,0,0,2674,2543,34,22,3,74,0,0,0,2848,2582,101,23,6,26,2,3,105,3715,3315,157,67,29,129,2,2848,2582,101,31,10,110,2
01103002501,2,01103002501,728,108,615,915,95,806,913,129,784,649,117,530,644,120,524,644,97,546,481,102,374,781,86,671,769,116,653,1280,1222,0,12,9,39,0,12,9,14,0,0,1721,1638,11,20,9,49,0,0,0,1274,1231,0,9,10,20,0,9,10,9,0,0,0,1794,1733,8,15,9,26,0,15,9,15,0,0,11,1628,1569,18,8,5,23,2,0,0,1249,1208,12,0,4,21,2,0,0,1319,1250,10,5,2,4,0,1,47,1682,1591,16,15,13,40,1,1319,1250,10,12,9,33,0
01103002301,2,01103002301,400,32,365,507,41,459,510,54,455,332,31,301,334,27,306,331,21,310,270,28,237,459,30,418,455,48,407,874,754,0,42,30,48,0,42,30,48,0,0,1162,978,0,68,30,88,0,0,0,936,828,0,37,41,34,0,37,41,33,0,0,0,1356,1197,0,59,39,62,0,59,39,60,0,0,4,992,961,8,2,5,18,0,0,0,743,723,2,2,3,15,0,0,0,747,695,1,0,1,6,0,0,44,953,870,10,9,3,49,0,747,695,1,2,3,35,0
01005000004,6,01005000004,505,123,379,601,130,464,596,152,444,485,119,366,482,134,348,480,116,364,329,106,217,598,117,467,594,127,467,1057,753,52,223,7,26,0,223,0,0,0,0,1448,911,130,369,14,26,0,0,0,1041,785,7,222,7,22,0,222,0,0,0,0,0,1341,929,80,296,7,24,0,296,0,0,0,7,31,1458,981,79,378,6,23,1,0,0,1140,803,53,271,3,18,1,0,0,1048,707,22,285,0,3,0,0,31,1290,846,40,378,5,28,1,1048,707,22,297,3,22,1
