GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
3112900002P,3,3112900002P,429,64,357,520,89,423,492,51,406,374,64,297,380,64,316,308,0,308,469,63,391,664,640,28,4,0,0,0,4,0,0,0,0,842,801,42,6,0,0,0,0,0,658,636,30,9,0,0,0,9,0,0,0,0,0,808,755,47,7,0,0,0,7,0,0,0,0,0,877,835,30,3,0,8,1,0,0,695,668,18,2,0,6,1,0,0,675,631,17,0,1,0,0,10,16,823,763,25,0,2,12,1,675,631,17,0,2,8,0
3112900003P,3,3112900003P,156,27,125,162,28,130,156,21,127,141,27,108,143,30,113,118,0,118,171,26,138,250,235,6,0,0,0,0,0,0,0,0,0,313,296,8,0,0,0,0,0,0,254,232,9,1,0,0,0,1,0,0,0,0,0,299,280,14,1,0,0,0,1,0,0,0,0,0,325,309,12,1,2,1,0,0,0,241,233,5,1,1,1,0,0,0,236,227,7,0,0,0,0,0,2,304,290,8,1,0,4,0,236,227,7,0,0,0,0
3104900003P,3,3104900003P,290,42,242,360,54,300,357,34,300,256,40,204,255,46,209,233,0,233,331,34,273,478,410,38,4,4,22,0,4,4,14,10,0,651,526,88,3,12,30,8,0,0,502,418,46,4,4,26,0,4,4,18,0,10,0,661,524,91,4,15,33,10,4,6,22,0,0,19,611,555,45,1,1,11,0,0,0,506,464,36,0,1,7,0,0,0,496,449,27,0,0,7,0,3,10,626,559,46,4,2,24,1,496,449,27,4,2,19,1
3117300001P,3,3117300001P,101,23,76,124,33,89,120,23,91,89,13,72,91,22,69,74,0,74,114,26,77,177,160,0,1,0,20,0,1,0,20,0,0,248,205,0,1,1,34,0,0,0,170,152,0,1,0,21,0,1,0,21,0,0,0,228,186,0,3,1,34,0,3,0,33,0,1,2,229,217,6,0,2,4,0,0,0,184,177,3,0,1,3,0,0,0,183,144,5,0,0,26,0,0,8,238,164,9,2,0,69,1,183,144,5,1,0,37,0
3118500005P,3,3118500005P,797,149,638,924,165,754,885,98,742,736,145,570,736,160,576,635,0,635,869,146,691,1077,1031,17,6,0,4,0,4,0,0,20,0,1494,1290,92,64,2,54,0,0,0,1030,974,5,14,0,4,0,13,0,0,0,35,0,1431,1241,32,124,6,104,0,17,0,0,0,39,98,1419,1381,27,3,3,10,0,0,0,1112,1097,9,1,3,3,0,0,0,1128,1102,7,0,4,1,0,0,14,1508,1453,17,5,11,18,0,1128,1102,7,2,4,10,0
3117300002P,3,3117300002P,138,25,111,170,25,143,160,20,136,138,27,106,141,32,109,109,0,109,132,19,104,292,255,0,3,0,30,0,3,0,30,0,0,392,334,0,5,2,51,0,0,0,277,241,0,2,0,34,0,2,0,31,0,0,0,369,306,1,6,5,52,0,6,0,51,0,5,5,372,353,3,0,0,16,0,0,0,259,248,3,0,0,8,0,0,0,257,230,1,1,0,16,0,0,9,353,315,9,3,2,23,1,257,230,1,2,2,17,0
3117300006P,3,3117300006P,135,39,95,142,39,102,136,33,95,137,40,92,140,40,100,103,0,103,115,21,88,206,171,4,0,1,33,0,0,1,29,0,0,285,204,13,0,0,60,0,0,0,202,162,1,0,1,36,0,0,1,33,0,0,0,278,190,15,0,0,66,0,0,0,61,0,0,1,336,279,18,5,0,42,0,0,0,257,225,9,4,0,22,0,0,0,225,167,17,0,1,32,0,1,7,302,195,30,2,3,82,0,225,167,17,1,2,44,0
3113100005P,2,3113100005P,1230,388,805,1311,424,856,1259,236,963,1161,375,723,1174,416,758,942,0,942,1283,390,810,1758,1732,4,21,0,15,0,0,0,0,0,0,2338,2285,10,44,0,13,0,0,0,1819,1795,4,14,0,10,0,0,0,0,0,0,0,2408,2360,7,32,0,10,0,0,0,0,0,0,33,2270,2221,22,13,3,11,0,0,0,1737,1716,8,4,2,7,0,0,0,1777,1694,27,6,4,4,0,0,42,2376,2227,47,27,11,51,0,1777,1694,27,6,8,34,0
3113100021P,2,3113100021P,426,113,299,519,165,341,498,111,351,379,123,235,379,112,267,309,0,309,453,109,319,799,713,25,27,11,29,0,9,2,3,0,0,1226,931,207,51,13,30,0,0,0,766,699,28,19,2,16,0,6,1,4,0,0,0,1163,865,234,38,3,17,0,6,2,5,0,0,37,1257,1062,163,5,10,9,5,0,0,930,820,86,3,6,7,4,0,0,948,773,113,4,13,3,0,4,38,1296,1029,190,19,24,38,1,948,773,113,11,21,33,1
3113100009P,2,3113100009P,406,135,264,494,173,314,472,98,345,373,131,229,372,143,229,284,0,284,394,107,261,572,556,1,1,4,2,0,1,0,0,0,0,770,749,0,4,9,0,0,0,0,562,537,1,7,0,2,0,6,0,0,0,0,0,767,737,1,10,5,1,0,7,0,0,0,0,9,853,827,9,13,3,2,0,0,0,643,631,6,4,0,2,0,0,0,630,589,10,1,1,0,0,1,28,813,753,16,11,6,21,1,630,589,10,5,4,16,1
3117300004P,3,3117300004P,534,89,442,656,142,508,623,82,531,447,76,368,454,88,366,376,0,376,641,128,492,1038,977,27,4,8,27,0,4,4,27,4,0,1332,1202,83,7,16,43,0,0,0,1030,961,30,8,8,33,0,4,4,24,0,4,0,1374,1213,110,9,13,41,0,2,0,38,0,2,12,1162,1103,18,5,5,33,0,0,0,934,904,6,2,3,20,0,0,0,1027,940,36,3,5,23,3,3,14,1297,1173,53,13,14,56,4,1027,940,36,6,12,41,4
3105700004P,3,3105700004P,110,17,90,129,17,109,127,10,110,92,15,76,88,18,70,72,0,72,136,19,107,116,111,4,0,0,1,0,0,0,0,1,0,192,149,36,0,0,0,0,0,0,157,152,4,0,0,0,0,0,0,0,0,1,0,232,195,34,1,0,0,0,0,0,0,0,0,0,292,255,30,4,0,2,0,0,0,225,206,14,1,0,1,0,0,0,188,154,26,1,1,2,0,0,4,245,191,42,4,4,12,0,188,154,26,3,1,6,0
3105700003P,3,3105700003P,139,15,124,161,14,147,152,9,136,124,15,104,123,17,106,109,0,109,156,15,137,167,162,4,0,0,2,0,0,0,0,2,0,247,213,30,2,0,2,0,0,0,194,187,4,0,0,0,0,0,0,0,0,2,0,281,255,27,2,0,2,0,2,0,0,0,0,2,311,269,36,6,0,3,0,0,0,242,220,21,3,0,3,0,0,0,182,173,6,0,0,0,0,0,3,237,221,10,0,3,2,0,182,173,6,0,0,2,0
3115900014P,2,3115900014P,701,226,446,863,269,564,811,190,549,616,222,366,618,227,391,475,0,475,737,223,461,1487,1405,26,17,4,23,0,16,4,9,9,0,1889,1771,38,19,30,25,17,0,0,1507,1411,28,21,4,25,0,19,4,9,0,9,0,1946,1823,36,22,33,28,18,22,14,8,0,0,39,1777,1690,33,20,18,21,6,0,0,1340,1284,17,13,13,14,4,0,0,1447,1309,54,21,4,5,0,7,47,1867,1647,87,44,24,50,10,1447,1309,54,31,8,39,4
3115900004P,2,3115900004P,501,112,374,572,105,452,547,73,448,471,119,329,471,134,337,385,0,385,502,84,381,740,726,15,0,8,0,0,0,4,0,0,0,981,958,19,12,5,3,0,0,0,772,762,15,0,8,0,0,0,4,0,0,0,0,1039,1002,20,9,5,3,0,9,3,0,0,2,3,1020,994,12,2,10,2,0,0,0,752,736,9,1,4,2,0,0,0,739,706,7,0,8,0,0,3,15,1014,947,18,11,15,10,2,739,706,7,1,9,6,1
3115900008P,2,3115900008P,342,95,234,408,92,304,371,59,294,327,103,200,322,101,221,263,0,263,343,82,246,479,456,5,4,0,3,0,2,0,0,0,0,628,606,7,5,2,4,0,0,0,479,465,6,4,0,3,0,4,0,0,0,0,0,650,623,10,7,2,4,0,4,2,0,0,0,9,651,628,20,1,1,0,0,0,0,482,464,14,1,0,0,0,0,0,515,484,10,1,3,0,0,6,11,712,665,22,3,4,7,0,515,484,10,2,4,5,0
3115100005P,2,3115100005P,400,144,249,470,156,308,442,103,298,357,138,201,358,145,213,261,0,261,387,115,256,410,328,67,1,4,1,0,1,4,1,0,0,705,410,267,11,11,7,0,0,0,486,351,112,2,9,1,0,2,9,1,0,0,0,900,449,419,7,23,6,0,2,23,1,0,0,2,727,683,29,3,12,2,0,0,0,564,536,20,0,6,0,0,0,0,722,654,42,1,5,2,0,0,18,922,788,93,5,15,19,0,722,654,42,2,6,16,0
3115100007P,2,3115100007P,225,71,146,251,69,174,245,48,174,210,79,115,212,85,127,147,0,147,237,54,166,378,365,2,0,2,2,0,0,2,0,0,0,455,425,8,1,9,1,0,0,0,389,374,4,0,5,2,0,0,5,0,0,0,0,455,431,11,0,11,1,0,0,10,0,0,0,5,456,433,13,3,3,2,0,0,0,372,359,7,1,1,2,0,0,0,348,332,9,0,0,3,0,0,4,432,412,10,1,2,7,1,348,332,9,0,0,6,1
3113500002P,3,3113500002P,469,66,393,536,72,449,508,54,419,421,65,346,424,75,349,360,0,360,498,61,419,729,699,23,1,1,1,0,1,0,1,0,0,986,933,44,2,1,1,0,0,0,730,691,25,1,1,1,0,1,0,1,0,4,0,982,920,46,2,1,8,4,1,0,1,0,0,11,1036,994,35,3,0,7,0,0,0,762,742,19,2,0,3,0,0,0,721,673,19,3,1,0,1,1,23,1011,924,46,9,9,14,1,721,673,19,7,3,13,1
3115100001P,2,3115100001P,313,82,228,364,85,276,354,54,282,269,79,170,274,84,190,232,0,232,351,80,252,524,485,7,27,0,0,0,21,0,0,0,0,707,605,14,71,16,3,0,0,0,512,477,24,8,0,0,0,5,0,0,0,0,0,714,654,28,32,7,1,0,23,0,1,0,0,9,652,633,13,2,1,3,0,0,0,492,483,5,0,1,3,0,0,0,476,452,12,4,1,0,0,1,6,627,581,20,8,5,11,1,476,452,12,4,1,4,1
3115700017P,3,3115700017P,291,89,196,305,83,213,297,69,207,282,85,180,286,109,177,225,0,225,334,94,233,624,497,114,1,6,6,0,1,6,5,0,0,796,593,185,1,8,6,0,0,0,650,494,151,1,0,6,0,1,0,5,0,0,0,838,561,229,21,1,4,0,1,0,3,0,5,32,785,577,191,3,6,6,1,0,0,604,463,128,1,6,4,1,0,0,554,385,135,0,1,2,0,1,30,743,486,206,7,11,29,1,554,385,135,5,3,21,0
3105900010P,3,3105900010P,314,60,250,371,58,304,365,36,306,279,61,214,280,60,220,237,0,237,351,62,275,470,443,32,4,0,0,0,4,0,0,0,0,583,561,32,5,0,0,0,0,0,511,467,39,4,0,6,0,4,0,4,0,0,0,622,575,41,3,0,8,0,3,0,4,0,0,5,628,607,12,4,4,1,0,0,0,496,484,6,2,4,0,0,0,0,447,414,18,1,1,4,0,0,9,594,542,28,1,2,14,1,447,414,18,1,2,7,1
3103500011P,3,3103500011P,182,40,138,203,38,156,192,32,142,173,53,116,177,42,135,147,0,147,197,32,154,274,262,8,0,3,0,0,0,3,0,3,0,350,331,14,3,6,5,3,0,0,285,267,11,3,0,3,0,0,0,3,0,9,0,360,332,22,6,6,9,9,0,0,0,0,0,13,387,381,3,2,0,1,0,0,0,281,278,2,0,0,1,0,0,0,272,251,5,0,0,1,0,0,15,330,304,9,1,0,8,0,272,251,5,0,0,8,0
3103500004P,3,3103500004P,212,36,172,257,43,210,244,21,214,184,34,143,182,36,146,155,0,155,220,36,177,219,190,19,0,0,1,0,0,0,0,0,0,293,245,42,1,0,1,0,0,0,230,192,22,0,0,1,0,0,0,0,0,0,0,304,248,44,0,0,1,0,0,0,0,0,0,2,356,341,12,1,1,2,1,0,0,279,269,7,1,1,2,1,0,0,248,237,6,0,0,0,0,0,5,322,305,10,1,0,4,0,248,237,6,0,0,2,0
3115700002P,3,3115700002P,108,17,90,126,18,105,126,14,103,95,16,78,95,23,72,84,0,84,144,17,121,181,165,11,0,0,1,0,0,0,1,0,0,220,210,11,0,0,1,0,0,0,175,162,9,0,0,1,0,0,0,1,0,0,0,239,191,46,1,0,1,0,1,0,1,0,0,0,216,206,3,1,0,5,1,0,0,166,157,3,1,0,4,1,0,0,152,131,21,0,0,0,0,0,0,189,156,30,0,2,0,0,152,131,21,0,0,0,0
3108100008P,3,3108100008P,280,46,227,344,52,285,318,34,268,246,49,185,247,46,201,208,0,208,312,51,252,457,397,38,0,1,29,0,0,1,0,0,0,627,499,95,0,14,29,0,0,0,444,405,19,0,0,29,0,0,0,0,0,0,0,601,493,71,0,11,29,0,0,11,0,0,0,30,591,568,18,4,0,3,1,0,0,437,427,7,1,0,2,0,0,0,459,430,10,0,1,0,0,5,13,603,558,19,2,1,18,0,459,430,10,0,1,11,0
3108100003P,3,3108100003P,445,68,364,508,73,419,475,53,373,398,53,333,406,70,336,332,0,332,532,68,421,544,506,15,0,1,18,0,0,1,8,0,0,701,652,38,0,5,24,0,0,0,501,477,12,0,0,16,0,0,0,0,0,0,0,685,625,45,0,0,18,0,0,0,0,0,3,16,770,748,8,4,8,3,2,0,0,593,583,2,2,2,3,2,0,0,586,562,8,2,0,0,0,4,10,773,732,15,11,2,10,0,586,562,8,4,2,8,0
3108100007P,3,3108100007P,316,45,268,418,64,351,400,42,343,274,47,223,275,45,230,241,0,241,335,41,284,415,411,0,0,8,0,0,0,8,0,0,0,509,492,0,5,7,0,0,0,0,400,400,0,0,0,4,0,0,0,0,0,0,0,545,480,64,0,0,2,0,0,0,0,0,0,2,605,600,2,1,0,2,0,0,0,480,477,1,0,0,2,0,0,0,510,484,14,0,0,3,0,1,8,620,584,18,8,3,12,0,510,484,14,6,3,12,0
3115900011P,2,3115900011P,217,52,162,250,55,192,243,34,197,198,50,143,199,54,145,162,0,162,223,44,170,487,471,9,4,4,2,0,2,4,1,0,0,641,613,18,13,6,2,0,0,0,469,449,10,7,4,2,0,6,2,1,0,2,0,606,577,19,13,5,5,4,6,4,0,0,0,11,596,577,6,1,4,9,0,0,0,425,415,3,1,2,4,0,0,0,459,440,7,1,0,5,0,4,2,650,619,14,7,0,7,0,459,440,7,3,0,5,0
3103500003P,3,3103500003P,238,36,199,295,36,256,267,20,234,208,39,165,210,39,171,174,0,174,242,31,204,261,226,32,0,0,1,0,0,0,0,0,0,374,295,77,0,0,2,0,0,0,269,221,47,0,0,4,0,0,0,0,0,0,0,371,283,78,0,0,2,0,0,0,0,0,0,6,474,456,11,6,1,0,0,0,0,364,353,8,2,1,0,0,0,0,335,328,5,0,0,1,0,0,1,450,435,12,0,0,4,1,335,328,5,0,0,2,0
3113500001P,3,3113500001P,416,55,358,471,60,409,448,45,385,362,60,293,363,55,308,325,0,325,457,47,392,719,708,9,0,0,1,0,0,0,0,0,0,968,928,32,0,0,1,0,0,0,706,688,15,0,0,1,0,0,0,0,0,1,0,965,925,36,0,0,2,1,0,0,0,0,0,2,961,922,31,3,0,2,0,0,0,708,689,13,1,0,2,0,0,0,657,621,19,2,0,0,1,0,14,880,811,33,17,7,11,7,657,621,19,5,3,8,5
3116900001P,3,3116900001P,329,52,274,405,71,328,385,51,314,297,59,235,295,52,243,232,0,232,364,64,288,435,432,0,0,0,0,0,0,0,0,0,0,589,557,22,2,0,0,0,0,0,504,486,2,2,0,2,0,2,0,0,0,0,0,685,640,24,8,0,2,0,2,0,0,0,6,8,659,639,8,3,4,6,0,0,0,509,501,5,0,1,3,0,0,0,488,475,4,0,0,0,0,0,9,660,635,14,1,1,7,2,488,475,4,0,0,4,2
3116900004P,3,3116900004P,170,41,127,211,46,163,203,24,167,149,37,101,151,41,110,122,0,122,215,53,152,304,297,2,0,0,0,0,0,0,0,0,0,397,379,12,3,0,2,0,0,0,321,309,1,0,0,1,0,0,0,0,0,0,0,428,402,17,3,0,2,0,0,0,0,0,1,3,431,408,15,0,0,8,0,0,0,335,322,7,0,0,6,0,0,0,307,296,2,0,1,1,0,0,7,387,364,12,3,1,8,0,307,296,2,1,1,6,0
3116900002P,3,3116900002P,270,57,205,336,58,268,328,40,269,231,58,165,230,59,171,182,0,182,297,55,215,373,368,4,4,0,4,0,4,0,0,0,0,506,478,12,10,0,5,0,0,0,431,428,2,2,0,2,0,2,0,0,0,0,0,587,549,24,10,0,4,0,5,0,0,0,8,10,543,530,10,1,0,2,0,0,0,427,422,5,0,0,0,0,0,0,429,419,7,0,0,0,0,0,3,537,516,13,2,0,5,1,429,419,7,0,0,1,1
3116900014P,3,3116900014P,572,142,416,663,149,500,635,88,520,509,138,350,517,146,371,386,0,386,578,130,417,1055,1003,13,15,7,15,0,15,0,6,0,0,1298,1209,19,17,17,26,0,0,0,1053,994,12,14,15,16,0,12,0,2,0,0,0,1302,1231,14,16,23,16,0,12,0,2,0,0,44,1288,1243,21,11,8,5,0,0,0,1060,1030,13,6,6,5,0,0,0,909,863,21,1,6,4,3,2,9,1157,1085,36,7,8,19,7,909,863,21,1,7,13,4
3116900007P,3,3116900007P,439,93,340,512,127,379,488,69,401,398,94,289,401,93,308,318,0,318,464,85,353,725,705,25,0,0,4,0,0,0,0,0,0,994,952,41,0,0,3,0,0,0,602,575,33,0,0,4,0,0,0,0,0,0,0,789,750,39,0,0,5,0,0,0,0,0,0,15,977,963,6,3,2,5,0,0,0,734,727,4,0,0,3,0,0,0,701,655,20,2,1,1,2,0,20,915,845,31,10,7,17,10,701,655,20,7,5,4,10
3108100005P,3,3108100005P,493,89,396,560,91,462,513,48,420,452,86,352,452,90,362,372,0,372,561,102,436,702,665,5,1,0,29,0,1,0,4,0,0,894,855,13,3,0,30,0,0,0,771,730,11,0,3,25,1,0,3,0,1,0,0,921,879,13,2,3,26,1,0,3,0,1,0,26,824,812,11,0,0,1,0,0,0,622,616,5,0,0,1,0,0,0,709,678,19,0,0,2,0,0,10,911,862,27,2,0,20,0,709,678,19,1,0,11,0
3108100011P,3,3108100011P,776,179,580,997,238,745,935,137,743,679,179,479,676,179,497,526,0,526,761,168,542,1281,1250,30,0,0,0,0,0,0,0,0,0,1614,1591,29,0,0,0,0,0,0,1333,1318,23,0,0,0,0,0,0,0,0,0,0,1819,1800,21,0,0,0,0,0,0,0,0,0,0,1502,1471,21,6,2,2,1,0,0,1094,1079,10,2,2,1,1,0,0,1122,1081,19,0,1,3,0,0,18,1572,1498,34,6,5,19,0,1122,1081,19,0,2,15,0
3115700001P,3,3115700001P,163,23,139,208,32,175,205,30,161,143,25,114,137,23,114,126,0,126,198,22,163,331,299,26,0,0,3,0,0,0,3,0,0,417,378,26,2,0,9,0,0,0,318,293,25,0,0,2,0,0,0,2,0,0,0,434,348,87,0,0,0,0,0,0,0,0,0,0,390,361,27,1,0,2,0,0,0,288,268,19,0,0,2,0,0,0,283,256,22,0,1,0,0,0,4,385,349,30,0,1,0,0,283,256,22,0,1,0,0
3105900008P,3,3105900008P,322,90,225,390,94,289,372,59,289,276,90,175,276,98,178,208,0,208,344,85,243,497,471,24,0,0,8,0,0,0,4,0,0,612,567,43,0,0,6,0,0,0,480,464,14,0,0,8,0,0,0,4,0,0,0,608,585,19,0,0,4,0,0,0,2,0,0,2,708,681,19,1,1,5,0,0,0,550,537,8,0,1,3,0,0,0,487,464,17,0,1,0,0,0,5,621,585,28,1,2,6,0,487,464,17,0,1,4,0
3115100012P,2,3115100012P,384,126,243,459,139,305,444,94,329,350,123,204,351,130,221,289,0,289,383,105,247,628,608,10,0,2,0,0,0,2,0,0,0,831,788,8,2,4,3,0,0,0,614,582,9,4,3,2,0,2,3,0,0,0,0,825,773,11,6,7,4,0,2,3,0,0,0,14,875,832,24,7,2,13,0,0,0,690,657,20,5,2,9,0,0,0,625,559,39,0,0,3,0,0,24,820,717,61,5,2,32,1,625,559,39,4,2,18,1
3109700001P,2,3109700001P,546,163,363,639,175,444,612,114,469,489,166,291,497,196,301,394,0,394,589,155,382,739,718,14,1,8,0,0,1,8,0,0,0,964,939,20,4,8,0,0,0,0,742,721,11,1,5,4,0,1,5,0,0,0,0,974,942,18,12,2,4,0,5,2,0,0,2,10,1058,1037,17,1,0,3,0,0,0,777,768,7,0,0,2,0,0,0,812,781,22,0,0,0,0,0,9,1055,1009,30,6,3,15,0,812,781,22,6,2,10,0
3109700007P,2,3109700007P,595,207,370,687,232,440,634,136,453,554,201,324,561,222,339,429,0,429,633,201,394,1973,1466,174,270,24,63,0,261,22,38,0,0,2424,1720,331,272,51,59,9,0,0,1980,1466,186,232,17,91,0,223,17,51,0,0,0,2365,1704,304,240,47,90,10,225,36,50,0,0,74,2334,1696,272,269,43,54,0,0,0,2014,1463,203,263,32,53,0,0,0,2178,1433,319,310,32,50,0,0,34,2512,1637,411,327,54,91,0,2178,1433,319,322,37,71,0
3115700028P,3,3115700028P,605,181,413,757,240,509,731,165,521,512,159,331,503,174,329,398,0,398,693,202,447,1450,1352,58,33,3,1,0,13,0,0,3,0,1929,1673,168,40,45,5,4,0,0,1641,1500,77,43,2,21,0,18,0,20,0,3,0,2051,1812,141,45,28,21,3,3,25,18,0,0,52,1760,1529,173,11,43,6,1,0,0,1513,1363,113,6,25,5,1,0,0,1469,1191,167,20,59,13,1,1,17,1766,1375,252,37,78,32,2,1469,1191,167,30,60,22,2
3110500001P,3,3110500001P,143,24,116,160,25,132,150,24,119,131,18,107,131,25,106,117,0,117,159,22,126,206,193,7,1,1,6,0,0,1,1,0,0,223,208,9,0,0,6,0,0,0,253,227,6,1,1,6,0,0,1,1,0,10,0,308,280,10,1,0,5,8,0,0,0,0,0,15,303,269,19,1,8,6,0,0,0,256,232,14,1,4,5,0,0,0,247,222,12,0,0,5,0,1,7,289,260,12,0,0,14,0,247,222,12,0,0,12,0
3110500003P,3,3110500003P,196,23,167,223,22,195,215,20,183,179,22,151,174,23,151,164,0,164,221,25,188,289,273,10,1,1,10,0,0,1,1,0,0,343,318,18,0,1,12,0,0,0,369,340,10,1,1,10,0,0,1,1,0,15,0,443,400,17,1,0,8,15,0,0,1,0,0,22,434,401,26,1,3,6,0,0,0,324,305,14,0,3,3,0,0,0,291,260,18,0,1,3,0,1,8,370,330,25,4,3,13,1,291,260,18,2,2,10,1
3113500003P,3,3113500003P,471,57,407,537,67,463,521,39,466,441,55,372,437,65,372,372,0,372,482,53,406,707,673,22,3,3,6,0,3,0,3,0,0,947,900,46,3,6,5,0,0,0,709,671,25,3,3,6,0,3,0,3,0,10,0,942,882,45,4,6,13,10,4,0,2,0,0,14,973,932,29,6,6,1,0,0,0,765,744,15,2,2,0,0,0,0,750,699,41,0,0,1,1,1,7,967,885,67,4,3,10,2,750,699,41,2,0,9,1
3111500001P,3,3111500001P,357,53,295,454,75,370,419,28,370,307,51,247,307,57,250,243,0,243,382,48,323,510,500,10,0,0,4,0,0,0,4,0,0,605,592,11,0,0,2,0,0,0,560,505,50,4,0,4,0,0,0,4,0,0,0,690,620,58,9,0,3,0,0,0,3,0,0,9,632,617,13,1,0,1,0,0,0,491,484,6,0,0,1,0,0,0,483,463,7,0,1,0,0,0,12,607,565,18,8,11,5,1,483,463,7,6,4,5,1
3115900010P,2,3115900010P,198,51,144,214,39,172,211,36,168,191,59,128,190,69,121,148,0,148,226,49,168,297,288,4,2,3,1,0,2,2,1,0,0,398,377,8,4,3,1,0,0,0,286,273,3,3,3,1,0,2,2,1,0,0,0,383,362,10,7,3,2,1,2,2,1,0,0,5,391,383,6,0,1,1,0,0,0,304,299,3,0,1,1,0,0,0,256,239,7,0,0,1,0,0,9,338,316,11,2,0,4,0,256,239,7,0,0,4,0
3115900009P,2,3115900009P,246,57,184,298,55,238,283,39,229,238,66,163,240,93,147,190,0,190,253,50,196,370,338,10,8,0,0,0,3,0,0,0,0,525,462,29,17,2,0,0,0,0,341,307,10,13,0,0,0,8,0,0,0,0,0,461,380,35,30,2,0,0,7,0,0,0,0,16,555,545,9,6,0,2,0,0,0,423,418,4,2,0,2,0,0,0,387,373,9,0,0,0,0,0,5,505,483,10,2,1,6,1,387,373,9,0,0,5,0
3115100003P,2,3115100003P,476,158,303,580,156,409,547,114,390,428,167,238,427,166,261,340,0,340,521,155,338,818,767,50,0,0,0,0,0,0,0,3,0,1114,1014,101,8,0,3,0,0,0,836,797,39,8,0,3,0,4,0,0,0,0,0,1121,1037,76,8,0,5,0,2,0,0,0,0,9,1183,1095,69,8,2,9,0,0,0,902,850,42,3,2,5,0,0,0,892,768,102,3,5,1,0,0,13,1143,948,167,7,11,14,1,892,768,102,5,7,10,1
3112300003P,3,3112300003P,28,1,27,41,0,41,37,2,32,24,1,22,26,1,25,23,0,23,39,0,39,43,40,2,0,0,0,0,0,0,0,0,0,57,49,8,0,0,0,0,0,0,43,40,2,0,0,0,0,0,0,0,0,0,0,55,53,2,0,0,0,0,0,0,0,0,0,1,65,65,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,45,40,4,0,0,0,0,0,1,52,46,4,0,1,1,1,45,40,4,0,0,1,0
3108100004P,3,3108100004P,179,31,145,193,29,161,169,12,149,174,33,136,171,33,138,130,0,130,198,26,166,220,197,6,0,0,4,0,0,0,0,0,0,281,254,12,0,2,5,0,0,0,210,193,4,0,0,4,0,0,0,0,0,0,0,279,251,17,0,2,4,0,0,2,0,0,0,4,292,272,17,1,0,0,0,0,0,210,204,5,1,0,0,0,0,0,328,315,4,0,0,0,0,3,6,433,414,7,2,1,3,0,328,315,4,1,0,3,0
3108100009P,3,3108100009P,597,159,414,793,251,518,734,146,536,527,145,351,529,155,374,412,0,412,609,146,421,1266,1243,27,0,0,0,0,0,0,0,0,0,1804,1780,28,0,0,0,0,0,0,1291,1272,18,0,0,0,0,0,0,0,0,0,0,1750,1728,18,0,0,0,0,0,0,0,0,0,0,1505,1433,54,6,7,9,0,0,0,1126,1086,33,0,5,6,0,0,0,1092,1018,38,0,5,4,0,3,24,1494,1366,69,11,13,38,3,1092,1018,38,3,9,21,2
