GEOID20,District,FriendlyId,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Sen,Dem_2018_Sen,Rep_2018_Sen,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,BlackAlone_2020_VAP,AsianAlone_2020_VAP,NativeAlone_2020_VAP,PacificAlone_2020_VAP,OtherAlone_2020_VAP,TwoOrMore_2020_VAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,BlackAlone_2020_Total,AsianAlone_2020_Total,NativeAlone_2020_Total,PacificAlone_2020_Total,OtherAlone_2020_Total,TwoOrMore_2020_Total,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP,Total_2020_TotalAdj,White_2020_TotalAdj,Hispanic_2020_TotalAdj,Black_2020_TotalAdj,Asian_2020_TotalAdj,Native_2020_TotalAdj,Pacific_2020_TotalAdj
2402706-014,7,2402706-014,1241,932,264,1339,1100,202,1181,688,470,1159,911,246,1185,938,180,1289,972,227,1283,980,257,1523,915,81,397,118,9,3,393,102,0,0,0,2246,1115,201,675,232,24,3,0,0,1456,872,91,431,57,4,0,417,57,0,0,0,0,2133,1081,174,709,146,23,0,635,108,0,0,0,134,2125,1068,238,713,125,50,6,0,0,1587,872,153,487,81,34,5,0,0,1600,801,133,453,110,0,0,18,85,2067,960,208,704,182,24,1,1600,801,133,526,130,16,1,2068,960,208,706,181,23,1
2402704-003,7,2402704-003,1660,590,1019,1686,721,901,1542,275,1253,1506,582,924,1519,579,855,1902,722,1061,1856,676,1131,1828,1606,35,97,83,10,0,67,78,0,0,0,2319,1859,83,221,133,24,0,0,0,2019,1842,25,54,85,15,0,34,65,0,0,0,0,2752,2378,51,156,123,39,0,33,87,0,0,1,201,2302,1994,64,104,126,18,8,0,0,1720,1518,36,69,79,12,5,0,0,1853,1586,60,47,75,0,1,12,72,2353,1983,85,83,131,47,8,1853,1586,60,60,92,34,6,2355,1985,85,84,133,47,8
2402701-016,7,2402701-016,505,245,238,543,311,217,467,144,313,462,253,207,472,251,177,550,252,264,537,257,247,920,478,25,212,207,0,0,212,178,0,0,0,1324,607,56,277,393,1,0,0,0,995,531,2,223,241,0,0,223,197,0,0,0,0,1286,641,10,271,363,0,0,256,308,0,0,0,71,932,614,73,126,120,9,0,0,0,670,459,47,77,83,5,0,0,0,915,455,128,112,138,2,0,14,66,1236,558,193,230,247,35,5,915,455,128,149,172,31,2,1237,559,193,232,249,35,5
2402702-016,7,2402702-016,1763,1051,657,2327,1603,665,1592,529,1046,1579,1013,566,1612,1072,443,1764,1093,558,1712,1004,672,2777,1682,100,268,700,20,0,258,670,11,0,0,3943,2186,149,391,1141,33,0,0,0,3021,1801,116,309,773,12,0,305,753,0,0,0,0,4147,2242,164,489,1170,32,0,427,1119,0,0,38,158,3341,2254,87,281,719,10,6,0,0,2449,1747,60,183,461,4,5,0,0,3146,1708,109,254,971,0,0,10,94,4255,2153,162,428,1471,36,7,3146,1708,109,286,1003,22,5,4255,2153,162,428,1471,36,7
2402706-004,7,2402706-004,1852,1138,642,1880,1331,473,1780,732,1032,1749,1170,579,1774,1171,490,1970,1229,572,1962,1200,710,2030,1805,30,119,59,0,0,115,55,0,10,0,2784,2282,222,197,93,5,7,0,0,1990,1605,35,289,44,0,0,285,44,0,0,14,0,2681,2019,109,539,66,4,7,429,65,0,0,5,54,2603,2100,87,231,176,21,1,0,0,2014,1661,64,167,112,18,1,0,0,2116,1547,116,205,140,9,0,3,96,2721,1882,190,335,272,57,0,2116,1547,116,234,192,46,0,2721,1882,190,335,272,57,0
2402706-009,7,2402706-009,1420,1143,234,1427,1201,188,1300,868,422,1292,1096,196,1299,1104,162,1615,1315,190,1584,1267,245,1559,603,245,540,170,0,0,526,170,0,0,0,3006,739,970,937,387,62,0,0,0,1836,693,213,763,165,2,0,700,165,0,0,0,0,2840,800,530,1158,334,38,0,976,302,0,0,2,231,2904,905,590,1242,189,100,2,0,0,2144,765,403,836,144,62,2,0,0,2296,687,511,770,181,10,1,28,108,3181,814,789,1289,284,110,8,2296,687,511,864,216,74,7,3186,814,789,1295,288,83,8
2401507-003,8,2401507-003,514,177,318,594,212,362,445,105,336,443,177,266,451,184,241,560,182,342,548,192,332,1392,1241,59,83,4,0,0,81,2,0,0,0,1793,1552,96,146,6,6,0,0,0,1222,1106,38,71,2,0,0,70,0,0,0,0,0,1589,1386,77,129,2,5,0,84,0,0,0,0,43,1566,1382,28,121,15,21,0,0,0,1190,1062,18,85,9,18,0,0,0,1182,973,42,94,1,12,0,1,59,1466,1187,63,138,23,51,2,1182,973,42,109,15,36,2,1472,1188,63,143,22,51,2
2401503-003,8,2401503-003,1702,725,924,2296,999,1240,1364,435,902,1354,640,711,1351,653,633,1978,767,1095,1898,829,977,5518,4304,200,900,57,36,0,811,57,0,36,0,7660,5586,674,1341,141,107,32,0,0,5414,4208,127,1022,1,29,0,952,1,0,0,27,0,7281,5205,598,1469,97,116,0,1144,54,0,0,0,280,7262,5738,418,913,186,74,9,0,0,5307,4384,254,516,130,54,6,0,0,5411,3915,311,828,97,16,1,23,220,7120,4917,532,1393,163,182,8,5411,3915,311,934,132,135,4,7147,4929,532,1390,161,181,8
2401505-001,8,2401505-001,1230,370,820,1728,561,1118,1027,179,830,1012,358,654,1020,364,593,1329,361,893,1301,419,820,2938,2537,134,237,19,18,0,237,17,0,0,0,3644,2986,258,416,43,17,0,0,0,2703,2323,124,221,18,21,0,221,18,0,0,0,0,3472,2747,279,451,29,58,0,272,22,0,0,0,151,3268,3002,83,125,45,18,1,0,0,2488,2316,47,81,34,14,1,0,0,2948,2530,115,133,23,6,2,14,125,3806,3142,182,280,70,137,17,2948,2530,115,169,34,94,7,3816,3149,183,281,71,137,16
2403308-001,2,2403308-001,784,434,326,1144,687,421,710,267,434,664,410,254,674,410,221,805,426,335,749,420,297,1476,513,5,829,4,96,0,755,4,18,109,0,1844,588,6,1181,44,274,0,0,0,1448,622,36,647,4,108,0,553,4,14,0,119,0,1755,719,39,959,26,299,0,665,12,14,0,0,306,2082,1159,23,841,35,34,1,0,0,1692,980,19,648,25,27,1,0,0,1584,809,92,584,15,20,0,3,61,1909,932,152,761,37,67,7,1584,809,92,633,22,53,6,1911,932,152,762,37,67,7
2403313-003,1,2403313-003,1104,1011,77,1143,1064,62,952,708,236,959,912,47,968,918,31,1317,1249,41,1282,1198,39,2206,0,147,2047,12,0,0,2039,12,0,0,0,3392,202,416,2767,13,0,0,0,0,1707,0,120,1561,23,0,0,1561,23,0,0,0,0,2671,0,311,2134,239,0,0,2120,239,0,0,0,0,3482,27,175,3297,30,29,2,0,0,2264,22,107,2144,18,19,2,0,0,1776,17,248,1419,23,4,0,9,56,2353,20,368,1945,39,55,4,1776,17,248,1494,30,42,2,2359,20,368,1941,39,48,4
2403310-006,8,2403310-006,2388,1996,343,3249,2810,368,2138,1443,670,2082,1831,248,2119,1847,227,2406,2049,273,2349,1992,281,3837,615,482,2355,365,15,0,2340,295,15,11,0,5885,751,692,3877,524,78,0,0,0,3775,451,578,2306,393,45,0,2269,343,0,0,4,0,5856,533,890,3801,530,90,0,3726,476,41,0,37,155,5053,905,630,3198,427,67,9,0,0,3641,792,439,2146,314,42,5,0,0,5200,735,806,2949,487,1,0,40,182,6634,798,1146,4123,649,140,16,5200,735,806,3184,527,113,16,6637,798,1146,4064,650,101,15
2403310-001,8,2403310-001,971,841,106,1095,943,124,793,577,209,782,715,66,789,709,59,1189,1054,91,1185,1053,80,1693,269,133,1230,26,60,0,1205,25,35,0,0,2858,355,458,1828,206,61,0,0,0,1643,284,133,1200,31,25,0,1175,30,0,0,0,0,2658,353,362,1892,49,24,0,1800,38,0,0,65,40,2706,341,460,1843,103,52,9,0,0,2015,308,307,1333,83,39,7,0,0,2554,342,463,1455,206,4,0,10,74,3168,365,633,1932,286,86,11,2554,342,463,1552,226,53,7,3173,365,633,1904,280,75,10
2403317-007,1,2403317-007,2112,1950,128,2129,1937,148,1761,1451,300,1756,1688,66,1788,1704,59,2658,2496,92,2617,2442,103,4146,461,454,3078,83,4,0,3068,83,4,55,0,7498,551,2674,4179,85,63,2,0,0,4500,651,606,3107,78,4,0,3107,78,4,0,50,0,7136,745,2442,4186,76,58,1,3788,76,7,0,18,61,6536,233,1768,4620,115,88,29,0,0,5205,218,1197,3836,97,67,23,0,0,5686,245,2015,3136,92,7,3,27,161,7205,264,2889,4078,142,218,22,5686,245,2015,3410,119,161,13,7217,265,2893,4060,139,182,19
2403307-010,2,2403307-010,2221,1882,299,3208,2868,288,2076,1392,666,2048,1848,199,2053,1827,180,1992,1688,224,1957,1660,245,3832,440,95,2926,235,120,0,2907,235,90,35,0,5243,518,168,4050,450,117,13,0,0,3742,430,120,2902,160,94,0,2872,160,75,0,39,0,5095,467,245,4121,254,98,27,3941,224,77,0,40,101,4861,790,151,3701,264,61,6,0,0,3591,649,101,2672,182,47,3,0,0,4175,514,193,3125,173,3,0,14,153,5267,558,270,4245,266,79,1,4175,514,193,3320,199,52,1,5270,558,270,4233,265,79,1
2403311-003,1,2403311-003,2169,1938,196,2773,2585,150,2137,1499,617,2141,2013,127,2144,1988,104,1928,1783,89,1906,1766,88,3292,348,56,2801,33,50,0,2740,23,0,44,0,4153,367,160,3546,113,83,0,0,0,3834,315,93,3396,36,30,0,3357,26,0,0,0,0,5639,322,252,4279,55,30,0,4232,33,0,0,731,69,4095,464,103,3458,78,87,6,0,0,3007,423,64,2455,66,60,3,0,0,3478,248,162,2844,71,9,4,29,111,4380,279,261,3745,115,85,7,3478,248,162,2971,97,66,7,4384,279,261,3743,115,81,7
2403302-001,1,2403302-001,991,908,64,982,895,66,814,652,156,818,781,35,827,777,34,1295,1202,64,1249,1142,55,1968,169,230,1474,99,0,0,1474,99,0,0,0,3831,178,1356,2145,178,43,0,0,0,1943,131,205,1552,52,0,0,1552,52,0,0,0,0,3786,148,1010,2589,41,44,0,2574,41,0,0,14,0,3728,168,788,2725,78,44,10,0,0,2772,146,550,2048,55,28,9,0,0,2899,100,839,1874,24,4,0,12,46,3903,113,1271,2531,36,90,1,2899,100,839,1957,30,63,0,3916,114,1272,2513,36,68,1
2403305-001,2,2403305-001,2820,2436,340,3952,3544,340,2675,1871,782,2651,2407,241,2664,2423,190,2544,2218,260,2479,2159,255,4057,506,137,2859,440,0,0,2714,440,0,120,0,5399,552,289,4104,630,0,0,0,0,3564,680,90,2368,326,0,0,2282,326,0,0,110,0,4679,696,214,3451,479,23,0,3138,361,0,0,0,270,4414,875,220,3017,340,63,3,0,0,3343,752,157,2176,281,42,3,0,0,5418,632,395,3772,330,14,5,41,229,7066,711,594,5309,505,169,17,5418,632,395,4009,380,128,13,7074,712,594,5293,505,167,17
2403312-010,1,2403312-010,2409,2044,324,3182,2806,336,2165,1443,702,2112,1906,205,2153,1922,185,2463,2131,262,2407,2059,260,3634,550,190,2186,705,20,0,2149,640,0,0,0,5378,774,819,2822,911,22,0,0,0,3413,572,220,2089,532,10,0,2074,472,0,0,0,0,5261,799,1042,2638,739,10,0,2552,652,0,0,71,141,4179,523,318,2740,656,43,11,0,0,3255,477,216,2072,505,30,6,0,0,4957,779,602,2820,550,4,4,36,162,5860,858,849,3502,726,113,14,4957,779,602,2994,607,75,13,5865,858,849,3471,716,89,14
2403312-006,1,2403312-006,1814,1693,89,1906,1821,54,1537,1221,299,1550,1498,49,1555,1494,40,2197,2093,41,2152,2036,54,3630,210,110,3185,0,65,70,3185,0,65,0,0,5018,208,310,4480,0,63,69,0,0,3300,80,95,3000,0,50,60,3000,0,50,60,10,0,4607,84,280,4122,0,49,67,4007,0,49,59,120,8,5467,88,218,5182,47,52,0,0,0,4072,80,150,3845,29,34,0,0,0,4319,53,362,3732,40,8,4,22,98,5506,61,482,4935,71,97,5,4319,53,362,3878,50,80,5,5519,61,482,4880,68,67,4
2400901-007,2,2400901-007,2054,831,1143,2080,970,1044,1869,465,1371,1848,834,1013,1872,861,924,2388,943,1247,2318,909,1274,2892,2476,87,281,40,12,0,270,25,0,9,0,3733,3027,201,400,91,12,9,0,0,3450,3015,31,326,76,9,0,317,66,0,0,9,0,4360,3552,106,558,113,9,8,547,75,0,0,6,73,4336,3437,142,616,97,61,7,0,0,3236,2630,90,431,65,36,3,0,0,3214,2522,89,379,41,9,1,12,161,4131,3133,146,616,105,114,13,3214,2522,89,440,70,72,12,4141,3139,146,623,104,115,14
2402107-004,5,2402107-004,1442,793,613,2278,1426,798,1265,446,801,1250,737,513,1266,750,481,1346,727,508,1286,678,576,2719,1831,134,252,449,33,0,222,449,14,24,0,4485,2552,273,487,1078,117,24,0,0,2551,1790,160,243,320,34,0,213,320,19,0,10,0,4259,2501,340,489,901,84,9,370,717,34,0,0,298,2850,2062,216,209,352,19,2,0,0,1932,1437,139,123,224,17,1,0,0,2894,1809,245,220,496,8,0,7,109,4225,2518,401,416,844,84,5,2894,1809,245,268,534,61,3,4225,2518,401,416,844,84,5
2402102-015,5,2402102-015,2499,1374,1049,3791,2415,1318,2140,772,1342,2144,1264,879,2156,1273,791,2418,1263,974,2361,1267,1000,4656,3735,375,440,89,10,0,410,85,0,0,0,5829,4275,590,803,173,11,0,0,0,4545,3468,380,605,79,15,0,580,75,0,0,0,0,5822,4126,536,995,172,13,0,891,108,0,0,0,159,4030,3162,179,507,166,50,3,0,0,3264,2682,133,315,122,32,3,0,0,5033,3645,362,626,214,2,0,10,174,6077,4101,523,1040,360,97,12,5033,3645,362,716,255,65,9,6082,4103,523,1048,360,94,11
2400106-006,5,2400106-006,849,233,594,939,262,657,757,129,615,752,223,529,756,268,465,941,199,702,920,303,582,3372,1739,82,1470,10,80,0,1443,9,18,2,0,3749,1994,149,1576,14,83,0,0,0,3452,1732,59,1586,32,42,0,1584,9,21,0,6,0,3793,1942,124,1669,46,46,0,1606,10,20,0,0,86,3646,2321,29,1268,11,16,2,0,0,3265,1968,25,1248,10,9,2,0,0,1502,1393,17,26,9,0,1,0,56,1875,1683,32,89,27,43,7,1502,1393,17,44,20,34,5,1875,1683,32,89,27,43,7
2400108-000,5,2400108-000,1295,282,996,1269,254,997,1143,138,996,1119,272,847,1136,340,765,1629,290,1277,1539,410,1058,2958,2930,8,10,4,14,0,10,0,0,0,0,3697,3658,10,17,3,10,0,0,0,2795,2757,4,15,8,14,0,15,4,0,0,0,0,3632,3571,7,22,18,15,0,13,14,0,0,0,27,3457,3382,19,34,12,11,4,0,0,2806,2755,13,22,10,7,1,0,0,2580,2477,27,17,7,3,0,3,46,3232,3081,45,46,18,38,2,2580,2477,27,27,13,32,0,3237,3086,45,47,18,37,2
2400116-000,5,2400116-000,885,186,685,1075,187,878,727,83,636,716,164,552,714,194,501,1070,207,829,1017,275,700,2616,1543,140,856,45,26,0,846,45,15,15,0,2941,1801,153,882,113,39,14,0,0,2669,1607,115,881,35,26,0,866,35,12,0,10,0,2959,1831,125,916,91,38,11,879,43,1,0,0,83,3591,2344,364,867,24,14,0,0,0,3185,1973,346,858,17,11,0,0,0,2850,1783,132,860,24,8,0,4,39,3199,2081,138,914,30,44,1,2850,1783,132,884,26,37,0,3203,2084,138,915,30,44,1
2400129-001,5,2400129-001,1174,335,816,1361,428,913,1069,160,902,1045,329,716,1067,380,663,1305,318,924,1246,404,806,2053,1986,21,17,18,12,0,14,12,12,0,0,2355,2197,38,29,74,13,0,0,0,2040,1955,30,26,32,2,0,12,17,2,0,0,0,2448,2260,67,60,58,4,0,14,35,4,0,0,69,2398,2288,18,46,38,7,0,0,0,1902,1833,15,23,24,6,0,0,0,1845,1728,12,27,17,2,4,0,55,2240,2066,23,54,41,31,5,1845,1728,12,36,27,21,4,2241,2067,23,55,41,31,5
2403318-006,1,2403318-006,2051,1931,88,2407,2292,75,1742,1423,307,1737,1698,37,1757,1704,29,2374,2288,38,2303,2190,35,3157,22,35,3021,70,47,0,2974,70,0,5,0,4455,26,69,4346,94,55,0,0,0,3067,3,76,2900,80,71,0,2794,80,0,0,8,0,4180,3,149,4095,118,78,0,3797,82,0,0,0,151,5003,29,97,4889,36,43,3,0,0,3611,28,57,3521,23,26,1,0,0,3950,54,188,3598,10,5,0,11,84,5185,62,277,4857,29,43,6,3950,54,188,3710,25,35,4,5209,62,277,4848,28,42,6
2403306-017,1,2403306-017,2056,1935,87,2210,2117,52,1748,1412,309,1764,1712,50,1789,1723,32,2454,2359,52,2397,2290,41,4811,188,61,4520,4,9,0,4471,0,0,44,0,5743,189,217,5304,54,13,0,0,0,4906,169,153,4537,0,6,0,4495,0,0,0,44,0,5871,161,352,5271,63,12,0,5172,0,0,0,36,151,5962,148,247,5576,39,57,4,0,0,4750,139,177,4431,32,50,2,0,0,4399,127,240,3861,59,7,3,13,89,5327,129,373,4799,73,92,13,4399,127,240,3988,62,66,4,5346,129,374,4751,72,79,11
2403306-001,1,2403306-001,2074,1931,113,2239,2104,91,1849,1454,373,1853,1801,52,1863,1786,38,2354,2232,78,2317,2208,62,3796,96,16,3653,40,7,0,3642,40,0,0,0,5620,141,303,5185,113,7,0,0,0,3637,88,18,3468,53,4,0,3462,53,0,0,0,0,5043,120,162,4674,92,6,0,4663,92,0,0,0,7,5044,289,372,4377,55,60,1,0,0,3822,272,248,3283,45,41,1,0,0,4016,168,425,3280,17,8,2,21,95,5014,187,613,4190,43,79,11,4016,168,425,3403,34,64,9,5029,187,613,4172,42,71,11
2403314-004,8,2403314-004,1415,844,528,1469,1012,405,1370,514,848,1276,843,430,1294,851,392,1563,912,556,1532,919,548,1773,1156,135,361,89,29,0,318,71,0,0,0,2403,1356,318,626,195,35,0,0,0,1969,1179,182,539,43,28,0,500,40,0,0,0,0,2868,1387,412,924,170,29,0,808,139,0,0,2,121,2674,1674,176,714,118,31,5,0,0,2086,1395,117,495,84,17,3,0,0,2144,1123,240,569,105,1,0,21,85,2776,1345,366,873,185,55,5,2144,1123,240,628,122,36,2,2779,1347,366,874,186,51,5
2403306-006,1,2403306-006,1625,1514,82,1886,1788,65,1344,1105,229,1350,1305,43,1362,1308,31,1916,1804,57,1880,1766,60,3642,114,51,3398,53,6,0,3350,53,0,33,0,4635,128,109,4330,120,25,2,0,0,3378,98,77,3164,28,3,0,3132,28,0,0,11,0,4187,115,182,3869,57,7,3,3762,51,0,0,0,76,4850,105,255,4476,64,46,5,0,0,3744,97,186,3455,43,30,5,0,0,4010,101,287,3458,45,4,1,19,95,4965,108,477,4355,74,74,3,4010,101,287,3593,61,55,3,4982,108,480,4295,72,69,3
2403320-010,1,2403320-010,574,497,65,603,517,74,469,362,103,469,435,34,472,420,38,724,630,68,701,611,65,762,96,139,465,65,0,0,465,65,0,0,0,1326,95,448,851,96,0,0,0,0,687,73,113,458,45,0,0,458,45,0,0,0,0,1195,72,460,747,66,0,0,591,66,0,0,0,5,1346,246,394,627,89,17,5,0,0,973,223,250,442,63,13,3,0,0,1058,108,351,517,52,1,0,3,26,1418,123,537,712,64,55,1,1058,108,351,561,54,37,1,1420,123,538,709,64,54,1
2403321-009,1,2403321-009,705,548,129,685,570,93,661,377,268,645,544,96,650,543,82,819,630,126,786,630,114,770,365,15,250,130,35,0,215,130,0,10,0,943,375,14,267,312,37,0,0,0,675,250,10,250,160,25,0,225,160,0,0,10,0,814,286,11,261,269,25,0,223,261,0,0,0,33,1403,591,85,486,260,9,2,0,0,1239,565,62,388,231,7,2,0,0,1339,417,114,437,312,2,0,4,53,1489,437,137,558,360,27,0,1339,417,114,482,326,26,0,1490,437,137,552,360,21,0
2403312-013,1,2403312-013,1891,1769,92,2226,2129,70,1675,1331,314,1673,1625,46,1701,1631,41,2087,1986,54,2024,1921,57,3677,75,84,3521,0,30,0,3491,0,0,0,0,4886,94,325,4466,0,57,0,0,0,3715,62,75,3570,0,25,0,3545,0,0,0,0,0,5475,86,316,5072,0,52,0,5021,0,0,0,0,52,4804,100,122,4590,19,38,14,0,0,3753,94,77,3573,15,28,10,0,0,3769,58,251,3337,19,12,0,23,69,4760,68,378,4278,45,90,6,3769,58,251,3431,31,64,4,4774,68,378,4269,42,73,6
2403309-010,1,2403309-010,1547,1374,140,1761,1601,129,1373,1017,346,1370,1277,90,1387,1287,72,1736,1561,117,1678,1500,107,2275,243,87,1893,18,34,0,1850,18,5,30,0,2827,266,132,2400,31,88,0,0,0,2304,254,119,1886,16,32,0,1774,16,6,0,20,0,2814,260,203,2354,21,91,0,2159,21,6,0,2,162,3095,389,186,2404,110,60,1,0,0,2378,356,129,1805,74,48,0,0,0,2585,242,326,1824,113,7,0,22,51,3230,278,491,2328,146,77,6,2585,242,326,1885,124,55,6,3235,278,491,2317,145,52,6
2403701-002,2,2403701-002,1238,411,786,1252,473,742,1151,173,953,1112,419,693,1150,449,649,1403,434,873,1342,496,801,1799,1455,26,233,41,22,0,223,40,0,26,0,2312,1782,66,358,107,20,0,0,0,1963,1644,34,215,48,17,0,196,48,0,0,0,0,2283,1878,81,231,77,19,0,212,49,0,0,0,64,2519,2129,61,269,45,23,7,0,0,1982,1679,44,207,35,17,4,0,0,1897,1557,62,156,31,1,6,7,77,2374,1877,95,276,68,65,10,1897,1557,62,186,52,37,10,2378,1878,95,278,68,59,10
2403313-020,1,2403313-020,375,348,22,426,404,13,344,260,83,337,330,7,344,329,9,407,388,8,395,372,13,823,31,48,743,0,0,0,743,0,0,0,0,1125,29,125,979,0,0,0,0,0,835,10,50,739,36,0,0,739,23,0,0,0,0,1280,29,121,1103,33,0,0,1097,21,0,0,0,11,961,12,41,904,20,9,2,0,0,668,10,25,623,15,7,1,0,0,721,10,96,582,7,4,0,1,21,1020,12,168,834,13,27,0,721,10,96,606,11,21,0,1026,12,168,835,13,24,0
2403311-004,2,2403311-004,2893,2478,363,4305,3823,411,2661,1889,750,2640,2390,247,2660,2381,218,2619,2262,285,2517,2150,268,4793,666,201,3681,131,92,0,3667,115,77,33,0,6341,720,367,5072,153,174,11,0,0,4897,961,235,3445,142,79,0,3445,140,79,0,23,0,6450,1008,426,4943,177,140,0,4582,176,81,0,25,151,4248,983,157,3000,109,93,4,0,0,3123,841,96,2099,70,65,2,0,0,5876,756,352,4301,137,38,2,38,252,7736,847,553,6166,229,218,10,5876,756,352,4594,168,166,9,7753,851,553,6060,228,211,10
2403311-001,2,2403311-001,1797,1519,247,2371,2050,292,1699,1152,531,1680,1514,164,1690,1509,152,1693,1456,177,1664,1437,169,3143,580,152,2234,117,81,0,2166,107,15,28,0,4053,650,206,2997,164,170,45,0,0,2444,543,42,1762,1,41,0,1748,0,12,0,55,0,3111,678,93,2202,8,66,131,2139,0,12,0,16,173,3511,706,163,2572,80,60,1,0,0,2579,602,98,1816,59,42,1,0,0,3080,428,228,2208,60,18,2,13,123,3882,495,320,2980,98,127,10,3080,428,228,2341,82,94,8,3884,496,320,2970,98,126,9
2403314-011,8,2403314-011,567,388,165,760,607,141,550,252,295,518,386,130,528,392,119,538,349,150,524,341,166,1345,582,54,644,62,4,0,601,58,0,0,0,1765,616,117,902,115,3,0,0,0,1256,550,56,595,49,3,0,559,45,0,0,0,0,1631,588,106,816,93,3,0,727,77,0,0,29,102,1489,426,96,835,149,20,1,0,0,1189,335,64,672,121,14,0,0,0,1950,346,73,1433,52,0,3,4,39,2139,410,83,1600,66,14,6,1950,346,73,1492,59,12,6,2139,410,83,1600,66,14,6
2403310-002,8,2403310-002,2358,1862,423,2891,2361,450,2152,1330,795,2089,1771,318,2108,1768,259,2478,1999,332,2420,1944,356,3868,1263,371,1962,235,20,0,1962,221,20,10,0,6219,1505,1005,3446,354,20,12,0,0,3443,1068,296,1885,141,18,0,1855,127,17,0,20,0,5441,1225,914,3077,249,19,14,2932,210,10,0,11,138,5908,1710,949,2948,349,60,16,0,0,4525,1516,649,2102,264,45,10,0,0,5249,1157,1173,2371,299,4,3,41,201,6844,1279,1782,3358,426,158,11,5249,1157,1173,2564,345,109,9,6853,1279,1782,3343,428,135,11
2403309-008,1,2403309-008,3161,2890,233,3990,3768,169,2788,2117,660,2779,2650,128,2802,2660,113,3351,3109,171,3290,3044,158,5950,400,285,4935,250,0,15,4910,250,0,65,0,7744,412,539,6469,452,0,13,0,0,6250,375,210,5365,230,0,0,5300,230,0,0,65,0,8079,393,416,6940,418,0,0,6712,352,0,0,0,206,6015,488,289,5117,158,63,4,0,0,4703,452,186,3958,126,44,3,0,0,5678,301,317,4726,132,7,0,28,167,7049,311,518,6076,225,124,20,5678,301,317,4927,170,90,15,7057,311,518,5996,223,97,18
2403321-003,1,2403321-003,2436,2008,332,2482,2187,230,2263,1514,704,2223,1985,235,2245,1968,208,2729,2235,295,2676,2155,322,3170,1940,90,1085,40,15,0,1025,40,0,15,0,4439,2378,264,1430,368,34,0,0,0,2955,1790,95,980,78,15,0,915,70,0,0,0,0,3985,2066,335,1205,390,16,0,1121,376,0,0,0,87,4232,2210,303,1179,567,40,5,0,0,3492,1976,205,872,447,32,4,0,0,3550,1681,288,1196,240,4,0,30,111,4248,1851,382,1651,340,79,5,3550,1681,288,1284,273,65,4,4248,1851,382,1651,340,79,5
2403307-006,2,2403307-006,1522,1185,303,1865,1559,267,1426,805,611,1389,1168,221,1403,1178,187,1558,1200,277,1538,1212,277,2126,674,78,1356,0,30,0,1326,0,0,10,0,2808,735,173,1845,41,52,0,0,0,2346,685,158,1486,10,44,0,1446,10,0,0,10,0,3257,756,452,2133,106,80,0,1830,106,0,0,27,88,2971,840,104,1975,77,32,9,0,0,2246,744,67,1385,56,25,6,0,0,2509,594,205,1547,48,6,1,23,85,3090,649,285,2056,107,61,6,2509,594,205,1641,71,38,5,3091,649,285,2057,107,61,6
